@relation 2017-05-09

@attribute 'RSI EXTREME SCALED' numeric
@attribute 'CCI CHANNEL BREAK SCALED' numeric
@attribute MACDIndicator numeric
@attribute bbSizeBand numeric
@attribute bbPricePosition numeric
@attribute Prediction {up,down,no}

@data
0,0,-0.000004,0.000216,-55.499675,up
0,0,-0.000005,0.000183,-4.908533,up
0,0,-0.000007,0.000188,-53.262364,up
0,0,-0.000008,0.00018,-18.356364,up
0,0,-0.000009,0.000168,11.899282,down
0,0,-0.000009,0.000168,11.899282,down
0,0,-0.000009,0.000168,11.280634,down
0,0,-0.000009,0.000169,10.666959,down
0,-2,-0.000009,0.000172,32.039212,down
0,0,-0.000008,0.000164,-23.136777,down
0,0,-0.000009,0.000189,-97.111486,up
0,-2,-0.000009,0.000196,-49.391698,up
0,0,-0.00001,0.000185,-45.950142,up
0,0,-0.000011,0.000176,-52.761977,up
0,0,-0.000012,0.000183,-49.26425,up
0,0,-0.000012,0.000204,79.708031,up
0,0,-0.000011,0.000212,66.565183,up
0,0,-0.00001,0.000219,44.358068,up
0,0,-0.000008,0.000254,88.615133,down
0,0,-0.000005,0.000286,86.483857,down
0,0,-0.000003,0.000306,69.052862,down
0,0,0,0.000311,33.7189,up
0,0,0.000002,0.000316,47.722066,up
0,0,0.000004,0.000319,31.941353,down
0,0,0.000006,0.000324,29.640361,down
0,0,0.000007,0.000332,38.575922,down
0,0,0.000009,0.000343,46.000451,down
0,0,0.000011,0.000366,61.214983,down
0,0,0.000012,0.000366,6.010503,down
0,0,0.000013,0.00036,-1.111969,down
0,0,0.000012,0.00033,-40.055211,down
0,0,0.000011,0.000322,-54.013569,up
0,0,0.00001,0.000308,-44.779005,up
0,0,0.000008,0.000295,-61.32291,up
0,0,0.000006,0.000281,-65.402201,up
0,0,0.000004,0.000295,-52.559362,up
0,0,0.000002,0.000301,-36.159234,up
0,0,0,0.000305,-28.196721,up
0,0,-0.000001,0.000299,12.721558,up
0,0,-0.000001,0.000285,-11.21944,up
0,0,-0.000001,0.000275,26.142957,up
0,0,0,0.000317,88.213591,down
0,0,0.000001,0.000316,25.663417,no
0,0,0.000003,0.000319,31.056197,up
0,2,0.000004,0.000324,35.815436,up
0,0,0.000006,0.000328,40.817442,up
0,0,0.000007,0.000326,35.285579,up
0,0,0.000008,0.000305,26.856391,up
0,1,0.000009,0.000315,43.190929,down
0,0,0.00001,0.000326,45.382976,down
0,0,0.000012,0.000343,66.701583,down
0,0,0.000014,0.000343,55.109126,down
0,0,0.000015,0.000332,22.925285,down
0,0,0.000015,0.000306,7.51904,down
0,0,0.000015,0.000275,-17.069058,no
0,0,0.000015,0.000244,16.006105,down
0,0,0.000015,0.000215,-13.930904,no
0,0,0.000014,0.000191,-39.834824,up
0,0,0.000014,0.000187,-20.319113,up
0,0,0.000013,0.00017,-48.172827,up
0,0,0.000012,0.00017,-36.423357,down
0,0,0.000011,0.000145,-22.029709,down
0,0,0.000011,0.00017,92.820812,down
0,0,0.000011,0.000181,61.225365,down
0,2,0.000011,0.000191,54.983054,down
0,2,0.000011,0.00023,-97.031066,down
0,2,0.000009,0.000296,-110.035338,down
0,0,0.000006,0.00034,-85.882353,down
0,0,0.000003,0.000354,-50.810169,down
0,0,0,0.000401,-84.24371,down
0,0,-0.000004,0.000433,-80.572587,down
0,0,-0.000008,0.000469,-80.59445,down
0,0,-0.000013,0.000563,-99.660522,down
0,0,-0.00002,0.000661,-93.900461,down
0,0,-0.000027,0.000759,-86.962636,down
0,0,-0.000034,0.000823,-74.580553,down
-1,0,-0.000042,0.000965,-94.568566,down
-1,0,-0.000051,0.001062,-76.842767,up
-2,0,-0.00006,0.001146,-72.715222,up
-2,0,-0.000069,0.001238,-73.105957,up
-2,0,-0.000077,0.001277,-56.556176,up
-1,0,-0.000085,0.001292,-50.921762,up
0,0,-0.000091,0.001233,-38.120467,down
0,0,-0.000095,0.001148,-28.572014,down
0,0,-0.000098,0.001041,-32.867527,up
0,0,-0.0001,0.000982,-22.09782,down
0,0,-0.000101,0.000939,-27.056897,up
0,0,-0.000102,0.000877,-26.103435,up
0,0,-0.000102,0.000774,-35.409413,up
0,0,-0.000101,0.000682,-13.939441,up
0,0,-0.0001,0.000574,-13.412746,up
0,0,-0.000099,0.00045,-5.116562,up
0,0,-0.000096,0.000375,15.216578,up
0,0,-0.000093,0.000314,4.780156,up
0,0,-0.00009,0.000266,18.065038,down
0,0,-0.000086,0.000222,78.681491,down
0,0,-0.000082,0.000236,61.428134,down
0,0,-0.000078,0.000245,48.083227,down
0,0,-0.000073,0.000246,43.47699,up
0,0,-0.00007,0.000199,-3.017973,up
0,0,-0.000066,0.000191,-56.6463,up
0,0,-0.000065,0.000242,-123.77055,up
0,0,-0.000062,0.000242,-0.41303,up
0,0,-0.000059,0.000264,72.777412,down
0,0,-0.000055,0.000313,94.249322,down
0,0,-0.00005,0.000327,51.395136,down
0,0,-0.000047,0.000326,-10.120664,up
0,0,-0.000043,0.000325,18.450624,down
0,0,-0.000039,0.000316,39.182867,down
0,0,-0.000035,0.000337,62.299182,down
0,0,-0.000031,0.000336,24.083396,down
0,0,-0.000028,0.000333,-0.900172,down
0,0,-0.000027,0.000359,-64.694521,up
0,0,-0.000025,0.000356,-4.209619,down
0,0,-0.000024,0.000357,-20.701832,up
0,0,-0.000023,0.000361,-29.125261,down
0,0,-0.000023,0.000362,-21.552636,down
0,2,-0.000022,0.000363,-19.809845,down
0,2,-0.000022,0.000364,-18.112808,down
0,2,-0.000021,0.000363,-2.201094,down
0,0,-0.000022,0.000403,-83.853931,down
