@relation v1

@attribute 'Candle body' numeric
@attribute 'Upper shadow' numeric
@attribute 'Lower shadow' numeric
@attribute 'is Bullish' numeric
@attribute RSI numeric
@attribute 'RSI SCALED' numeric
@attribute 'RSI EXTREME TOUCHED' numeric
@attribute 'RSI EXTREME SCALED' numeric
@attribute CCI numeric
@attribute 'CCI SCALED' numeric
@attribute 'CCI CHANNEL BREAK' numeric
@attribute 'CCI CHANNEL BREAK SCALED' numeric
@attribute MACDIndicator numeric
@attribute bbSizeBand numeric
@attribute bbPricePosition numeric
@attribute Prediction {up,down,no}

@data
0.00011,0,0.00009,-1,3,3,0,0,0,0,0,0,0.000028,0.001151,-2.172707,up
0.00001,0.00006,0.00003,0,3,3,0,0,0,0,0,0,0.000025,0.001135,-0.176143,up
0.00007,0,0.00004,-1,3,3,0,0,0,0,0,0,0.000021,0.001074,-15.636535,up
0.00002,0,0.00009,-1,3,3,0,0,0,0,0,0,0.000015,0.001014,-18.933493,up
0.0002,0.00022,0.0002,0,3,3,0,0,0,0,0,0,0.000013,0.00086,19.650914,down
0.00011,0.00012,0.00014,0,3,3,0,0,1,1,0,0,0.000013,0.000784,40.281751,down
0.00023,0.00002,0.00002,-1,3,3,0,0,0,0,0,0,0.000012,0.000676,-17.016625,up
0.00005,0.00004,0.00008,-1,3,3,0,0,-1,-1,0,0,0.00001,0.000597,-45.70238,up
0.00002,0,0.00013,-1,3,3,0,0,-2,-2,0,0,0.000007,0.000594,-56.253754,up
0.00015,0,0,-1,2,2,-1,-1,-2,-2,0,0,0.000001,0.00068,-85.35413,up
0.00017,0.00017,0.00017,0,3,3,0,0,-2,-2,0,0,-0.000005,0.000692,-37.55712,up
0.00021,0.00024,0.00023,0,3,3,0,0,0,0,0,0,-0.000006,0.000629,31.455331,up
0.00006,0.00012,0.0001,0,3,3,0,0,1,1,0,0,-0.000004,0.000646,51.421907,down
0.00005,0.00001,0.00003,-1,3,3,0,0,1,1,0,0,-0,0.000659,43.411887,up
0.00007,0,0,-1,3,3,0,0,1,1,0,0,0.000003,0.000656,19.511878,up
0.00007,0.00007,0.0001,0,3,3,0,0,1,1,0,0,0.000008,0.000625,50.526058,up
0.0001,0.00001,0,-1,3,3,0,0,1,1,0,0,0.000012,0.000623,34.82295,down
0.00019,0,0.00001,-1,3,3,0,0,0,0,0,0,0.000013,0.000628,-21.354073,up
0.00024,0.00024,0.00024,0,3,3,0,0,1,1,0,0,0.000016,0.000652,51.358339,down
0.00005,0.00002,0.00006,-1,3,3,0,0,1,1,0,0,0.000019,0.000662,31.434073,up
0.00008,0.00008,0.00014,0,3,3,0,0,1,1,0,0,0.000022,0.000675,44.735832,down
0.00012,0.00002,0.00001,-1,3,3,0,0,0,0,0,0,0.000023,0.000667,1.798169,up
0.00004,0.0001,0.00004,0,3,3,0,0,0,0,0,0,0.000024,0.000641,8.112631,up
0.00007,0.00006,0.00005,-1,3,3,0,0,0,0,0,0,0.000023,0.000613,-19.576351,up
0.00016,0.00017,0.00016,0,3,3,0,0,1,1,0,0,0.000023,0.000626,36.889535,up
0.00001,0.00002,0.00008,-1,3,3,0,0,1,1,0,0,0.000024,0.000619,31.315791,up
0.00007,0,0.00001,-1,3,3,0,0,0,0,0,0,0.000024,0.000614,7.162287,up
0.00014,0.00015,0.00016,0,3,3,0,0,1,1,0,0,0.000026,0.000617,50.573173,up
0.00006,0.00006,0.00006,0,3,3,0,0,3,3,1,1,0.000029,0.000614,60.618165,up
0.00004,0.00006,0.00001,-1,3,3,0,0,3,3,1,1,0.000032,0.000478,46.695171,up
0.00022,0.00024,0.00022,0,4,4,0,0,4,4,2,1,0.000038,0.000544,118.509575,up
0.0001,0.00012,0.0001,0,4,4,1,1,5,5,2,1,0.000048,0.000717,114.043665,up
0.00001,0.00001,0.00006,-1,4,4,0,0,4,4,2,1,0.000059,0.000833,88.796448,up
0.00003,0.00005,0.00006,-1,4,4,0,0,3,3,1,1,0.000069,0.000911,70.607402,up
0.00013,0.00013,0.00014,0,4,4,0,0,3,3,1,1,0.00008,0.001006,78.337219,down
0.00005,0,0.00002,-1,4,4,1,1,2,2,0,0,0.000089,0.001073,62.050213,down
0.00006,0.00008,0.00006,0,4,4,1,1,2,2,0,0,0.000099,0.001138,62.742112,down
0.00004,0.00003,0,-1,4,4,1,1,2,2,0,0,0.000106,0.001116,50.8778,up
0.00001,0.00008,0.00002,0,4,4,1,1,1,1,0,0,0.000112,0.001143,44.354923,up
0.00014,0,0.00002,-1,4,4,0,0,0,0,0,0,0.000115,0.001122,18.976913,up
0.00003,0.00001,0.00007,-1,4,4,0,0,0,0,0,0,0.000114,0.001108,13.269014,up
0.00002,0.00009,0.00002,0,4,4,0,0,0,0,0,0,0.000112,0.001046,13.863266,up
0.00037,0.00037,0.00037,0,4,4,1,1,2,2,0,0,0.000114,0.001089,76.003295,down
0,0.00003,0.00003,-1,4,4,1,1,2,2,0,0,0.000118,0.001045,65.660967,down
0.00012,0.00013,0.00012,0,4,4,1,1,3,3,1,1,0.000124,0.001106,78.551115,down
0.00016,0.0001,0.00003,-1,3,3,0,0,2,2,0,0,0.000129,0.001063,43.944913,down
0.00005,0.00005,0.00002,-1,3,3,0,0,1,1,0,0,0.000132,0.000945,36.077713,no
0.00005,0.00003,0,-1,3,3,0,0,1,1,0,0,0.000133,0.00087,24.599733,down
0.00002,0.00014,0,-1,3,3,0,0,1,1,0,0,0.000132,0.000798,21.540426,down
0.00001,0.00005,0.00011,0,3,3,0,0,0,0,0,0,0.000131,0.000676,29.737218,up
0.00009,0,0,-1,3,3,0,0,0,0,0,0,0.000127,0.000648,6.329311,up
0.00006,0.00006,0.00007,0,3,3,0,0,0,0,0,0,0.000124,0.00065,25.393069,up
0.00009,0.0001,0,-1,3,3,0,0,0,0,0,0,0.000119,0.00064,-3.748627,up
0.00005,0,0.00013,-1,3,3,0,0,-1,-1,0,0,0.000113,0.000627,-20.906714,up
0.00016,0.0002,0.00016,0,4,4,0,0,0,0,0,0,0.000108,0.000637,33.584384,up
0.00011,0.00002,0,-1,3,3,0,0,0,0,0,0,0.000103,0.00063,0.793582,up
0.00023,0.00033,0.00024,0,3,3,0,0,2,2,0,0,0.0001,0.000669,59.778112,up
0.00013,0.00014,0.00024,0,3,3,0,0,3,3,1,1,0.000101,0.000745,80.395895,up
0.00012,0.00016,0.00014,0,3,3,0,0,4,4,2,1,0.000106,0.000883,97.497256,up
0.00002,0.00016,0.00009,-1,4,4,0,0,4,4,2,1,0.000112,0.000924,79.327018,no
0.00016,0.00018,0.00016,0,4,4,1,1,4,4,2,1,0.000121,0.001008,95.979558,down
0.00007,0.00004,0,-1,4,4,0,0,3,3,1,1,0.00013,0.001012,72.251732,down
0.00001,0.00008,0.00017,0,4,4,0,0,2,2,0,0,0.000139,0.001095,66.755381,down
0.00001,0.00003,0.00006,-1,4,4,0,0,2,2,0,0,0.000146,0.001162,59.227872,down
0.00012,0,0.00005,-1,4,4,0,0,1,1,0,0,0.000151,0.001191,39.2896,down
0.00012,0.00018,0.00013,0,4,4,0,0,1,1,0,0,0.000155,0.001233,50.347088,down
0.00029,0.00002,0.00007,-1,3,3,0,0,0,0,0,0,0.000153,0.001214,-1.482486,up
0.00007,0.00007,0.00008,0,4,4,0,0,0,0,0,0,0.000149,0.001183,4.563792,up
0.00002,0.00003,0.00002,-1,3,3,0,0,0,0,0,0,0.000143,0.001147,2.266425,down
0.00006,0.00006,0.0001,0,4,4,0,0,0,0,0,0,0.000136,0.001119,10.364375,down
0.00011,0.00015,0.00011,0,3,3,0,0,0,0,0,0,0.00013,0.001072,25.102189,down
0.00011,0.00004,0.0001,-1,3,3,0,0,0,0,0,0,0.000124,0.001027,1.946478,down
0.00002,0.00002,0.00018,0,3,3,0,0,0,0,0,0,0.000117,0.000936,2.137174,down
0.00012,0.00003,0.00002,-1,3,3,0,0,0,0,0,0,0.000109,0.000801,-31.574011,down
0.00009,0,0.00005,-1,2,2,0,0,-2,-2,0,0,0.000098,0.000774,-54.244373,up
0.00011,0.0002,0.00012,0,2,2,0,0,-1,-1,0,0,0.000088,0.000658,-40.434358,down
0.00004,0,0.00002,-1,2,2,0,0,-1,-1,0,0,0.000078,0.000658,-55.635245,up
0.00002,0.00007,0,-1,2,2,0,0,-2,-2,0,0,0.000068,0.000695,-59.130953,up
0.00001,0.00004,0.00001,-1,2,2,0,0,-2,-2,0,0,0.000057,0.000729,-59.937927,up
0.00012,0.00012,0.00018,0,2,2,0,0,-1,-1,0,0,0.000049,0.000727,-21.863675,up
0.00009,0.00007,0.00004,-1,3,3,0,0,-1,-1,0,0,0.000041,0.000684,-43.249717,up
0.00011,0.00019,0.00012,0,3,3,0,0,0,0,0,0,0.000035,0.000645,-8.066137,up
0.00016,0.00017,0.00016,0,3,3,0,0,1,1,0,0,0.000033,0.000614,51.506528,up
0.00008,0.00024,0.00009,0,3,3,0,0,4,4,2,1,0.000035,0.000634,87.050655,up
0.00033,0.00034,0.00035,0,4,4,0,0,4,4,2,1,0.000045,0.000916,129.26966,down
0.00004,0.00024,0.00004,0,4,4,1,1,4,4,2,1,0.000059,0.001121,107.350024,down
0.00011,0,0.00004,-1,4,4,0,0,3,3,1,1,0.000073,0.001227,73.593161,down
0.0001,0.00001,0,-1,4,4,0,0,2,2,0,0,0.000085,0.001276,50.094637,down
0.00002,0.00004,0.00002,-1,4,4,0,0,1,1,0,0,0.000095,0.001313,45.309503,down
0.00024,0,0,-1,3,3,0,0,0,0,0,0,0.000099,0.001311,6.25658,up
0.00001,0.00008,0.00002,-1,3,3,0,0,0,0,0,0,0.0001,0.001312,7.470856,up
0.0002,0.00003,0.00001,-1,3,3,0,0,0,0,0,0,0.000095,0.001318,-22.539367,up
0.00003,0.00015,0.00007,0,3,3,0,0,0,0,0,0,0.000088,0.001318,-11.91475,up
0.00011,0.00014,0.00017,0,3,3,0,0,0,0,0,0,0.000081,0.0013,10.383176,down
0.00016,0.00021,0.00017,0,4,4,0,0,1,1,0,0,0.000078,0.001279,32.988135,down
0.00012,0.00004,0,-1,3,3,0,0,0,0,0,0,0.000075,0.001254,8.934022,down
0.00007,0.00008,0.00009,0,3,3,0,0,0,0,0,0,0.000073,0.001216,20.398572,down
0.00018,0,0.00006,-1,3,3,0,0,0,0,0,0,0.000069,0.001151,-8.951214,down
0.00005,0.00016,0.00002,-1,2,2,0,0,0,0,0,0,0.000064,0.001066,-19.972779,down
0.00011,0.0001,0,-1,2,2,0,0,-1,-1,0,0,0.000057,0.001046,-40.141335,down
0.00007,0.0001,0.00002,-1,2,2,0,0,-2,-2,0,0,0.000047,0.001018,-59.64126,down
0.00003,0,0.00004,-1,2,2,0,0,-2,-2,0,0,0.000036,0.001035,-60.082598,down
0.00018,0.00001,0.00004,-1,2,2,-1,-1,-3,-3,-2,-1,0.000022,0.001174,-83.387314,up
0.00012,0.00015,0.00014,0,2,2,0,0,-2,-2,0,0,0.000009,0.001238,-56.215015,down
0.0001,0.00011,0.0001,0,3,3,0,0,-2,-2,0,0,-0.000003,0.001171,-39.893862,down
0.0003,0.00007,0.00001,-1,2,2,0,0,-3,-3,-2,-1,-0.000018,0.00119,-87.501587,up
0.00002,0.00006,0.00008,0,2,2,0,0,-3,-3,-2,-1,-0.000033,0.001206,-75.342506,up
0.00012,0.00012,0.00014,0,2,2,0,0,-2,-2,0,0,-0.000046,0.001183,-49.096997,down
0.00005,0.00006,0.00007,0,2,2,0,0,-1,-1,0,0,-0.000056,0.001122,-37.264657,no
0.00004,0.00002,0.00005,-1,2,2,0,0,-1,-1,0,0,-0.000065,0.00114,-43.32625,up
0.00011,0.00003,0,-1,2,2,-1,-1,-1,-1,0,0,-0.000074,0.001171,-52.926731,up
0.00005,0.00014,0.00007,0,2,2,0,0,-1,-1,0,0,-0.000081,0.001212,-45.200584,up
0.00003,0.00012,0.00001,-1,2,2,0,0,-1,-1,0,0,-0.000087,0.001245,-43.928039,up
0.00016,0.00016,0.00016,0,3,3,0,0,-1,-1,0,0,-0.000091,0.001204,-17.03185,up
0.00003,0.00012,0.00002,-1,3,3,0,0,0,0,0,0,-0.000092,0.00107,-15.420098,up
0.00005,0.00006,0.00001,-1,3,3,0,0,0,0,0,0,-0.000092,0.000985,-19.799569,up
0.00025,0.00025,0.00025,0,3,3,0,0,0,0,0,0,-0.000087,0.000825,36.485016,down
0.00007,0.00009,0.00007,0,3,3,0,0,1,1,0,0,-0.00008,0.000759,54.817571,down
0.00003,0.00001,0.00005,-1,3,3,0,0,2,2,0,0,-0.000071,0.000698,52.972131,down
0.00005,0.00005,0.00006,0,4,4,1,1,2,2,0,0,-0.000061,0.000698,64.425564,down
0.00002,0,0.00008,-1,4,4,1,1,2,2,0,0,-0.000051,0.000716,53.644681,down
0.00006,0.00014,0.00002,-1,3,3,0,0,2,2,0,0,-0.000043,0.000714,31.522724,down
0.00011,0.00002,0,-1,3,3,0,0,0,0,0,0,-0.000037,0.000708,-3.105917,down
0.00009,0.00003,0.00003,-1,3,3,0,0,-1,-1,0,0,-0.000035,0.000721,-33.992756,down
0.00039,0.00001,0.00001,-1,2,2,0,0,-3,-3,-2,-1,-0.000041,0.000889,-105.984957,down
0.00009,0.00013,0,-1,2,2,0,0,-4,-4,-2,-1,-0.000053,0.001058,-100.634445,down
0.0002,0.00011,0.00002,-1,2,2,0,0,-4,-4,-2,-1,-0.000069,0.001307,-104.648769,down
0.0001,0.0002,0.00014,0,2,2,-1,-1,-3,-3,-2,-1,-0.000087,0.001449,-75.172866,up
0.00002,0.00002,0.00008,0,2,2,0,0,-3,-3,-2,-1,-0.000103,0.00154,-60.395659,down
0.00035,0.00009,0.00001,-1,2,2,-1,-1,-3,-3,-2,-1,-0.000122,0.001763,-85.288815,up
0.00002,0.00009,0.00022,0,1,1,-1,-2,-3,-3,-2,-1,-0.000142,0.001935,-71.786361,up
0.00001,0.00012,0.00009,0,1,1,-1,-2,-2,-2,0,0,-0.00016,0.002074,-63.251139,up
0.00035,0.00036,0.00039,0,2,2,-1,-1,-1,-1,0,0,-0.000172,0.002099,-28.156048,up
0.00004,0.00001,0.00011,-1,2,2,-1,-1,-1,-1,0,0,-0.000179,0.002106,-29.007824,up
0.00011,0.00004,0,-1,2,2,-1,-1,-1,-1,0,0,-0.000183,0.002122,-34.074715,up
0.0003,0.00032,0.0003,0,2,2,0,0,0,0,0,0,-0.000182,0.002098,-3.336503,up
0.00011,0.00013,0.00014,0,3,3,0,0,0,0,0,0,-0.000174,0.002014,11.568129,up
0.00009,0.00009,0.00013,0,3,3,0,0,0,0,0,0,-0.000161,0.001909,21.684534,up
0.00004,0.00007,0.00009,0,3,3,0,0,0,0,0,0,-0.000145,0.00181,28.118248,down
0,0.00001,0.00005,-1,4,4,0,0,1,1,0,0,-0.000127,0.001688,35.832589,down
0.00014,0.00017,0.00016,0,4,4,1,1,1,1,0,0,-0.000107,0.001607,55.076683,down
0.00002,0.00008,0.00002,-1,4,4,1,1,2,2,0,0,-0.000086,0.001559,57.538803,down
0.00001,0.00005,0.00006,-1,4,4,0,0,2,2,0,0,-0.000065,0.001552,55.35179,down
0.00017,0.00004,0,-1,4,4,1,1,1,1,0,0,-0.000048,0.00154,36.634578,down
0.00007,0.00003,0.00014,-1,4,4,1,1,1,1,0,0,-0.000035,0.001559,27.971428,down
0.00005,0.00007,0,-1,4,4,1,1,0,0,0,0,-0.000025,0.00156,19.550805,down
0.00007,0.00013,0.00007,0,4,4,0,0,1,1,0,0,-0.000017,0.001529,26.679777,no
0.00007,0.00013,0.00011,0,4,4,1,1,1,1,0,0,-0.000009,0.001527,32.407889,down
0.00013,0.00003,0,-1,4,4,0,0,0,0,0,0,-0.000003,0.001509,14.511209,up
0.00009,0.00016,0.00003,-1,3,3,0,0,0,0,0,0,-0,0.001354,1.255196,up
0,0.00005,0.00006,-1,3,3,0,0,0,0,0,0,0.000001,0.001172,-0.426561,up
0.00011,0.00011,0.00011,0,3,3,0,0,0,0,0,0,0.000003,0.000932,13.194048,up
0.00007,0.00002,0.00004,-1,3,3,0,0,0,0,0,0,0.000004,0.000858,-1.165928,up
0.00004,0.00005,0.00008,0,3,3,0,0,0,0,0,0,0.000006,0.000745,16.634932,up
0.00011,0,0.00006,-1,2,2,0,0,-1,-1,0,0,0.000006,0.000501,-31.76072,up
0.00003,0,0.00006,-1,2,2,0,0,-2,-2,0,0,0.000006,0.000458,-41.449065,up
0.00012,0.00012,0.00012,0,3,3,0,0,0,0,0,0,0.000007,0.000452,13.067024,up
0.00002,0.00004,0.00006,-1,3,3,0,0,0,0,0,0,0.000008,0.000451,-0.443106,up
0.00011,0.00014,0.00027,0,3,3,0,0,0,0,0,0,0.000011,0.000473,52.267817,down
0.0001,0.00001,0,-1,3,3,0,0,1,1,0,0,0.000014,0.000475,26.295766,down
0.00015,0.00015,0.00017,0,4,4,0,0,2,2,0,0,0.000019,0.0005,87.912132,down
0.00006,0.00029,0.00009,0,3,3,0,0,4,4,2,1,0.000026,0.000552,95.987562,down
0.00013,0.00006,0.00001,-1,3,3,0,0,2,2,0,0,0.000032,0.000549,49.365118,down
0.00005,0.00001,0.00007,-1,3,3,0,0,1,1,0,0,0.000037,0.000555,25.763936,down
0.0001,0,0.00015,-1,3,3,0,0,0,0,0,0,0.000038,0.000553,-14.29016,down
0.00016,0,0,-1,3,3,0,0,-1,-1,0,0,0.000035,0.000575,-61.219706,down
0.00026,0.00007,0.0001,-1,2,2,0,0,-4,-4,-2,-1,0.000026,0.000726,-106.642025,up
0.00006,0.00015,0.00008,0,2,2,0,0,-3,-3,-2,-1,0.000016,0.000804,-76.519013,up
0.00002,0.00014,0.00018,-1,2,2,0,0,-3,-3,-2,-1,0.000003,0.000884,-72.986559,up
0.00004,0.00012,0.00008,0,3,3,0,0,-2,-2,0,0,-0.000009,0.000932,-58.612342,up
0.0001,0.00007,0,-1,2,2,0,0,-2,-2,0,0,-0.000022,0.001024,-73.517884,up
0.00028,0.00028,0.00031,0,3,3,0,0,-1,-1,0,0,-0.000031,0.001029,-19.151786,up
0.0002,0.00023,0.00028,0,3,3,0,0,0,0,0,0,-0.000034,0.001033,16.93397,up
0.00003,0.00008,0.00003,-1,3,3,0,0,0,0,0,0,-0.000034,0.001032,17.049254,up
0.00002,0.00011,0.00002,0,3,3,0,0,1,1,0,0,-0.00003,0.00104,21.349855,up
0.00003,0.00003,0.00004,-1,3,3,0,0,0,0,0,0,-0.000026,0.001042,14.389689,up
0.00007,0.00009,0.00007,0,3,3,0,0,0,0,0,0,-0.00002,0.001047,23.486962,up
0.00016,0.00017,0.00019,0,3,3,0,0,1,1,0,0,-0.000011,0.001094,51.362769,up
0.00023,0.00023,0.00032,0,4,4,0,0,2,2,0,0,0.000002,0.001216,81.217216,down
0.00007,0.00003,0.00008,-1,4,4,0,0,2,2,0,0,0.000017,0.001291,60.183415,down
0.00003,0.00003,0.00003,-1,4,4,1,1,2,2,0,0,0.00003,0.001318,50.589586,up
0.00002,0.00002,0.00008,-1,4,4,1,1,1,1,0,0,0.000042,0.001324,45.694959,up
0.00001,0.00003,0.00006,-1,4,4,1,1,1,1,0,0,0.000052,0.00135,40.887767,up
0.00009,0.00006,0.00001,-1,4,4,0,0,1,1,0,0,0.000059,0.001364,27.93163,up
0.00008,0.0001,0.00013,0,4,4,1,1,1,1,0,0,0.000065,0.001393,35.331738,up
0.00026,0.00029,0.00026,0,4,4,1,1,2,2,0,0,0.000073,0.001475,62.647307,down
0.00003,0.00003,0.00004,-1,4,4,1,1,2,2,0,0,0.000081,0.001456,54.610888,down
0.00014,0,0,-1,4,4,0,0,1,1,0,0,0.000087,0.001394,33.348814,up
0.00006,0.00006,0.00014,0,4,4,0,0,1,1,0,0,0.000092,0.001303,37.388947,up
0.00001,0,0.00017,-1,4,4,0,0,1,1,0,0,0.000096,0.001189,29.939232,up
0.00008,0.00014,0.00008,0,4,4,0,0,1,1,0,0,0.000099,0.000956,44.45527,down
0,0.00012,0.00003,-1,3,3,0,0,2,2,0,0,0.000102,0.000844,40.531599,up
0.00004,0.00002,0.00008,-1,3,3,0,0,1,1,0,0,0.000103,0.000794,25.569128,down
0.00009,0.0001,0.00014,0,3,3,0,0,1,1,0,0,0.000104,0.000744,42.468745,down
0.00001,0.00006,0.00002,-1,3,3,0,0,1,1,0,0,0.000104,0.000681,31.555649,down
0.00001,0.00015,0,-1,3,3,0,0,1,1,0,0,0.000104,0.00057,23.345237,down
0.00008,0.00012,0.00008,0,4,4,0,0,2,2,0,0,0.000103,0.000476,56.062413,down
0.00013,0,0.00004,-1,3,3,0,0,0,0,0,0,0.000101,0.000441,-6.343192,down
0.00004,0.00005,0.00015,-1,3,3,0,0,-1,-1,0,0,0.000097,0.00044,-26.145228,down
0.00004,0,0.00014,-1,2,2,0,0,-2,-2,0,0,0.000091,0.000455,-45.274725,down
0.00015,0.00001,0.00004,-1,2,2,0,0,-2,-2,0,0,0.000082,0.000529,-92.064152,up
0.00014,0.00018,0.00015,0,3,3,0,0,-1,-1,0,0,0.000073,0.000533,-38.435858,down
0.00001,0.0001,0.00003,0,3,3,0,0,-1,-1,0,0,0.000064,0.000533,-38.435858,down
0.00001,0,0.00008,-1,3,3,0,0,-1,-1,0,0,0.000056,0.000506,-42.133325,down
0.00002,0,0.00011,-1,2,2,0,0,-2,-2,0,0,0.000048,0.000512,-52.957497,down
0,0.00004,0.00015,-1,2,2,0,0,-2,-2,0,0,0.000041,0.000511,-51.497523,down
0.00025,0,0.00008,-1,2,2,0,0,-3,-3,-2,-1,0.00003,0.00063,-109.976623,down
0.00013,0,0.00013,-1,2,2,-1,-2,-4,-4,-2,-1,0.000017,0.000802,-107.91706,down
0.00012,0.00015,0.00014,0,2,2,0,0,-3,-3,-2,-1,0.000004,0.000857,-65.904339,down
0.00005,0.00008,0.00008,0,2,2,0,0,-1,-1,0,0,-0.000006,0.000884,-46.838004,down
0.00021,0,0,-1,2,2,-1,-1,-2,-2,0,0,-0.000018,0.000957,-76.92586,up
0.00014,0.00002,0.00005,-1,2,2,-1,-1,-3,-3,-2,-1,-0.000032,0.001092,-91.777061,up
0.00009,0.00015,0.00014,0,2,2,-1,-1,-3,-3,-2,-1,-0.000046,0.001164,-68.713208,up
0.00016,0.00016,0.0002,0,2,2,0,0,-1,-1,0,0,-0.000057,0.001139,-37.409102,up
0.00002,0.00017,0.00001,-1,3,3,0,0,0,0,0,0,-0.000064,0.001108,-33.854353,down
0.00004,0.00008,0.00015,0,2,2,0,0,-1,-1,0,0,-0.000069,0.001059,-20.020055,down
0.00022,0.0003,0.00022,0,3,3,0,0,0,0,0,0,-0.000069,0.000955,23.040123,down
0.00014,0.00008,0.00003,-1,3,3,0,0,0,0,0,0,-0.000068,0.000896,-7.367407,down
0.00007,0.00002,0,-1,3,3,0,0,0,0,0,0,-0.000067,0.00085,-17.757104,down
0.00024,0,0.00004,-1,2,2,0,0,-2,-2,0,0,-0.000068,0.000875,-65.913001,down
0.00009,0.0001,0.00014,0,3,3,0,0,-2,-2,0,0,-0.000071,0.000893,-41.107226,down
0.00003,0.00008,0.00001,-1,3,3,0,0,-1,-1,0,0,-0.000074,0.000873,-45.682302,down
0.00006,0.00013,0.00011,0,3,3,0,0,-1,-1,0,0,-0.000076,0.00082,-24.268857,down
0.00016,0.00001,0.00004,-1,2,2,0,0,-1,-1,0,0,-0.000079,0.000786,-56.460956,down
0.00004,0.00011,0.00006,-1,3,3,0,0,-1,-1,0,0,-0.000083,0.000743,-52.756648,down
0.00019,0.00006,0.00012,-1,3,3,0,0,-3,-3,-2,-1,-0.000089,0.000759,-90.007314,down
0.00037,0,0.00024,-1,2,2,0,0,-4,-4,-2,-1,-0.000102,0.001081,-125.799263,up
0.00005,0.00015,0.00005,-1,2,2,-1,-1,-4,-4,-2,-1,-0.000117,0.001327,-101.333722,up
0.00013,0.00006,0.00011,-1,2,2,-1,-1,-4,-4,-2,-1,-0.000136,0.001553,-94.393713,up
0.00005,0.00008,0.00018,0,2,2,-1,-1,-3,-3,-2,-1,-0.000154,0.001671,-74.6383,up
0.00012,0.0002,0.00012,0,2,2,-1,-2,-2,-2,0,0,-0.000169,0.00174,-52.863524,up
0.00001,0.00008,0.00005,-1,2,2,-1,-2,-1,-1,0,0,-0.000182,0.001816,-50.000045,up
0,0.00009,0.00007,-1,2,2,-1,-1,-1,-1,0,0,-0.000191,0.001871,-44.364574,up
0.00018,0.00018,0.00022,0,2,2,0,0,-1,-1,0,0,-0.000195,0.001847,-21.38271,up
0.00009,0.0001,0.00023,0,2,2,0,0,0,0,0,0,-0.000193,0.001805,-9.362387,up
0.00012,0.00012,0.00015,0,3,3,0,0,0,0,0,0,-0.000187,0.001735,5.301383,up
0.00023,0.00023,0.00025,0,3,3,0,0,1,1,0,0,-0.000173,0.00161,41.373044,up
0,0.00012,0.00006,-1,3,3,0,0,1,1,0,0,-0.000155,0.001546,43.011056,up
0.00021,0.00023,0.00023,0,3,3,0,0,2,2,0,0,-0.000133,0.001582,69.259665,up
0.00023,0.00027,0.00024,0,4,4,1,1,3,3,1,1,-0.000104,0.0018,86.512434,down
0.00003,0.00015,0.00007,0,5,5,1,2,3,3,1,1,-0.000073,0.001966,75.684774,down
0.00007,0.00008,0.00012,0,5,5,1,2,2,2,0,0,-0.000041,0.002153,73.725737,down
0.00009,0,0.00009,-1,5,5,1,2,2,2,0,0,-0.00001,0.002274,60.777499,down
0.00022,0,0,-1,4,4,1,1,1,1,0,0,0.000014,0.002325,37.245073,up
0.00005,0.00008,0.00006,0,4,4,1,1,1,1,0,0,0.000035,0.002386,39.566195,up
0.00003,0.00008,0.00005,0,4,4,1,1,1,1,0,0,0.000052,0.002444,39.277029,up
0.00026,0,0.00004,-1,4,4,0,0,0,0,0,0,0.000062,0.002376,16.922041,up
0.00018,0.00018,0.00018,0,4,4,0,0,0,0,0,0,0.000071,0.002304,29.60053,up
0.00044,0.00044,0.00044,0,4,4,1,1,1,1,0,0,0.000084,0.002276,61.810672,down
0.00005,0.00002,0.00007,-1,4,4,1,1,2,2,0,0,0.000098,0.002187,51.434954,down
0.00012,0.00013,0.00015,0,4,4,0,0,2,2,0,0,0.000113,0.002137,56.397032,down
0.00003,0.00013,0.0001,0,4,4,0,0,2,2,0,0,0.000128,0.002028,56.164836,down
0.00009,0,0,-1,4,4,0,0,1,1,0,0,0.000141,0.00181,41.270915,down
0.00002,0.00005,0.00011,0,3,3,0,0,1,1,0,0,0.000151,0.001632,40.013046,down
0.00014,0.00001,0.00002,-1,3,3,0,0,1,1,0,0,0.000157,0.001412,17.278694,up
0.00004,0.0001,0.00009,0,3,3,0,0,0,0,0,0,0.000159,0.0012,18.578053,up
0.00009,0.00006,0,-1,3,3,0,0,0,0,0,0,0.000158,0.001095,1.552321,up
0.00003,0.00009,0.00004,0,3,3,0,0,0,0,0,0,0.000155,0.000959,4.796418,up
0.00015,0.00015,0.00015,0,4,4,0,0,1,1,0,0,0.000153,0.000927,34.616962,up
0.00034,0.00043,0.00038,0,4,4,0,0,3,3,2,1,0.000156,0.00108,89.540156,up
0.00009,0.00003,0.00004,-1,4,4,1,1,3,3,1,1,0.00016,0.001166,66.795783,down
0.00011,0.00017,0.00012,0,4,4,1,1,3,3,1,1,0.000167,0.001296,76.076646,up
0.00001,0.00012,0.00023,-1,4,4,0,0,3,3,1,1,0.000176,0.00142,73.160511,up
0.00011,0.00005,0,-1,4,4,0,0,2,2,0,0,0.000184,0.001423,55.942013,up
0.00001,0.00013,0.00001,0,4,4,0,0,2,2,0,0,0.000191,0.001435,56.706842,up
0.00021,0.00004,0,-1,3,3,0,0,1,1,0,0,0.000194,0.001385,25.697776,up
0.00016,0.00021,0.00016,0,4,4,0,0,1,1,0,0,0.000197,0.001232,53.089645,no
