@relation v1

@attribute 'Candle body' numeric
@attribute 'Upper shadow' numeric
@attribute 'Lower shadow' numeric
@attribute 'is Bullish' numeric
@attribute RSI numeric
@attribute 'RSI SCALED' numeric
@attribute 'RSI EXTREME TOUCHED' numeric
@attribute 'RSI EXTREME SCALED' numeric
@attribute CCI numeric
@attribute 'CCI SCALED' numeric
@attribute 'CCI CHANNEL BREAK' numeric
@attribute 'CCI CHANNEL BREAK SCALED' numeric
@attribute MACDIndicator numeric
@attribute bbSizeBand numeric
@attribute bbPricePosition numeric
@attribute Prediction {up,down,no}

@data
0,0,0.00002,-1,3,3,0,0,-2,-2,0,0,-0.000005,0.000402,-49.500229,up
0.00001,0.00003,0.00001,0,3,3,0,0,-2,-2,0,0,-0.000008,0.000408,-53.429607,no
0.00002,0.00006,0.00003,0,3,3,0,0,-1,-1,0,0,-0.000012,0.000396,-35.123107,up
0,0.00004,0,-1,2,2,-1,-2,-1,-1,0,0,-0.000015,0.00037,-37.03802,down
0.00001,0,0,-1,2,2,-1,-1,-1,-1,0,0,-0.000017,0.000366,-27.057994,down
0.00002,0,0.00001,-1,2,2,0,0,-1,-1,0,0,-0.000019,0.000367,-26.674692,down
0.00004,0.00001,0.00001,-1,2,2,-1,-1,-1,-1,0,0,-0.000021,0.00037,-47.808381,no
0.00005,0.00005,0.00005,0,2,2,0,0,-1,-1,0,0,-0.000022,0.000373,-25.483849,down
0.00003,0.00001,0,-1,2,2,-1,-1,-1,-1,0,0,-0.000023,0.000382,-38.239423,no
0,0.00001,0.00001,-1,2,2,0,0,-1,-1,0,0,-0.000024,0.000342,-30.41768,down
0.00001,0.00001,0,-1,3,3,0,0,-1,-1,0,0,-0.000025,0.000286,-28.640008,down
0.00001,0,0.00001,-1,2,2,0,0,-1,-1,0,0,-0.000025,0.000279,-38.769741,down
0,0.00001,0.00001,-1,3,3,0,0,-1,-1,0,0,-0.000026,0.000259,-28.530203,down
0,0.00001,0,-1,3,3,0,0,-1,-1,0,0,-0.000026,0.000233,-25.701176,down
0.00002,0,0,-1,3,3,0,0,-1,-1,0,0,-0.000026,0.000186,-44.16332,down
0.00004,0,0.00001,-1,3,3,0,0,-3,-3,-2,-1,-0.000027,0.000138,-101.973979,down
0.00006,0,0,-1,2,2,-1,-1,-4,-4,-2,-1,-0.000028,0.000191,-127.453814,down
0,0,0.00001,-1,2,2,-1,-1,-4,-4,-2,-1,-0.000031,0.000206,-99.476185,down
0.00001,0,0,-1,2,2,-1,-1,-4,-4,-2,-1,-0.000033,0.000237,-89.069386,down
0.00001,0,0,-1,2,2,-1,-1,-3,-3,-2,-1,-0.000035,0.000259,-75.927343,down
0.00004,0.00001,0,-1,2,2,-1,-1,-3,-3,-2,-1,-0.000038,0.000297,-87.52175,down
0.00004,0.00006,0.00004,0,1,1,-1,-2,-3,-3,-2,-1,-0.000041,0.000328,-74.735163,down
0.00002,0.00003,0.00002,0,2,2,-1,-2,-2,-2,0,0,-0.000043,0.000339,-55.764891,no
0.00007,0,0,-1,1,1,-1,-2,-2,-2,0,0,-0.000046,0.000382,-85.383917,up
0.00003,0.00006,0.00003,0,2,2,-1,-2,-2,-2,0,0,-0.000048,0.00039,-57.6225,up
0.00003,0.00001,0,-1,2,2,-1,-1,-1,-1,0,0,-0.00005,0.000392,-52.043187,down
0.00002,0.00002,0,-1,1,1,-1,-2,-2,-2,0,0,-0.000052,0.000409,-59.681075,down
0.00006,0.00006,0.00006,0,2,2,0,0,-1,-1,0,0,-0.000052,0.000389,-22.365205,down
0.00002,0,0,-1,2,2,0,0,-1,-1,0,0,-0.000052,0.000378,-29.340987,down
0,0,0,-1,2,2,0,0,-1,-1,0,0,-0.000052,0.000359,-26.194618,down
0.00011,0,0,-1,2,2,0,0,-2,-2,0,0,-0.000052,0.000368,-77.61687,up
0,0.00001,0,-1,2,2,0,0,-3,-3,-2,-1,-0.000053,0.000374,-69.487923,up
0.00001,0.00001,0.00001,-1,2,2,0,0,-3,-3,-2,-1,-0.000054,0.000363,-64.114445,up
0.00008,0.00012,0.00008,0,3,3,0,0,-1,-1,0,0,-0.000055,0.000319,-16.905984,up
0.00009,0,0.00004,-1,3,3,0,0,-2,-2,0,0,-0.000055,0.000291,-58.43857,up
0.00007,0.00007,0.00009,0,3,3,0,0,-1,-1,0,0,-0.000054,0.00026,-13.841036,up
0.00004,0.00005,0.00004,0,3,3,0,0,0,0,0,0,-0.000052,0.000253,26.469862,down
0.00005,0.00004,0.00002,-1,3,3,0,0,0,0,0,0,-0.00005,0.00024,-17.921529,up
0.00015,0.00021,0.00015,0,3,3,0,0,2,2,0,0,-0.000046,0.000253,76.820388,up
0.00003,0.00001,0.00005,-1,3,3,0,0,2,2,0,0,-0.000042,0.000253,53.061505,up
0.00004,0.00004,0.00011,0,3,3,0,0,1,1,0,0,-0.000037,0.000269,62.56647,up
0.00007,0,0.00007,-1,3,3,0,0,0,0,0,0,-0.000033,0.000269,17.876134,up
0.00005,0.00009,0.00005,0,3,3,0,0,2,2,0,0,-0.000029,0.00028,58.571429,up
0.00014,0.00021,0.00014,0,4,4,0,0,4,4,2,1,-0.000023,0.000359,111.147344,down
0.00002,0.00008,0.00002,0,4,4,1,1,4,4,2,1,-0.000015,0.000437,99.542399,down
0.00004,0.00002,0,-1,4,4,0,0,4,4,2,1,-0.000008,0.000486,76.769654,no
0.00001,0.00002,0.00011,0,4,4,1,1,2,2,0,0,0,0.000534,75.900911,down
0.00013,0.00006,0.0001,-1,3,3,0,0,1,1,0,0,0.000006,0.000539,25.404425,up
0.00003,0.00005,0.0001,0,4,4,0,0,1,1,0,0,0.000011,0.000553,40.15018,down
0.00003,0.00008,0.00005,0,4,4,0,0,2,2,0,0,0.000016,0.000578,52.277231,down
0.00001,0.00002,0.00007,-1,4,4,0,0,1,1,0,0,0.00002,0.00057,47.564451,down
0.00002,0.00003,0,-1,4,4,0,0,1,1,0,0,0.000024,0.000546,37.005089,down
0.00008,0,0.00008,-1,3,3,0,0,0,0,0,0,0.000026,0.000501,7.976107,down
0,0.00001,0.00008,-1,3,3,0,0,0,0,0,0,0.000026,0.000482,5.388963,down
0.00002,0.00005,0,-1,3,3,0,0,0,0,0,0,0.000026,0.000427,-7.733859,down
0.00006,0.00003,0.00003,-1,3,3,0,0,0,0,0,0,0.000024,0.0004,-35.20945,down
0.00012,0.00005,0.00001,-1,2,2,0,0,-2,-2,0,0,0.000019,0.000444,-88.011123,down
0.00003,0.00003,0.00002,-1,2,2,-1,-1,-3,-3,-2,-1,0.000013,0.000469,-86.603788,down
0.00007,0,0.00001,-1,2,2,-1,-2,-3,-3,-2,-1,0.000005,0.000544,-89.05127,down
0.00002,0.00002,0.00004,0,2,2,-1,-2,-3,-3,-2,-1,-0.000003,0.000598,-74.616272,up
0.00001,0.00001,0.00001,0,1,1,-1,-2,-2,-2,0,0,-0.000011,0.000645,-66.026676,down
0.00029,0,0.00001,-1,1,1,-1,-2,-4,-4,-2,-1,-0.000022,0.000831,-111.298961,up
0.00004,0.00005,0.00012,0,1,1,-1,-2,-3,-3,-2,-1,-0.000034,0.00095,-84.433918,up
0.0002,0.00023,0.0002,0,2,2,-1,-1,-1,-1,0,0,-0.000043,0.000953,-36.404123,down
0.00005,0.00011,0.00006,0,2,2,0,0,0,0,0,0,-0.000048,0.00093,-20.966909,down
0.00006,0.00001,0.00005,-1,2,2,0,0,-1,-1,0,0,-0.000053,0.000917,-32.510112,down
0.0001,0.00014,0.0001,0,3,3,0,0,0,0,0,0,-0.000055,0.000872,-12.150843,down
0.00021,0,0.00003,-1,2,2,0,0,-1,-1,0,0,-0.000058,0.000906,-55.760484,down
0.00007,0,0.00011,-1,2,2,0,0,-2,-2,0,0,-0.000062,0.000937,-63.148687,down
0.00015,0.00004,0.00003,-1,2,2,-1,-1,-3,-3,-2,-1,-0.00007,0.000987,-79.161194,down
0.00052,0.00001,0.00003,-1,2,2,-1,-2,-4,-4,-2,-1,-0.000085,0.001329,-126.331022,down
0.00059,0.00003,0.00014,-1,1,1,-1,-2,-5,-5,-2,-1,-0.000112,0.001998,-135.091604,down
0.00021,0.00011,0.00003,-1,1,1,-1,-2,-4,-4,-2,-1,-0.000149,0.002558,-112.866313,up
0.00026,0.00027,0.00026,0,2,2,-1,-1,-3,-3,-2,-1,-0.000185,0.00279,-77.532018,down
0.00002,0.00008,0.00014,0,2,2,-1,-1,-2,-2,0,0,-0.000218,0.002949,-67.220339,down
0.00001,0.00003,0.00005,0,2,2,-1,-1,-2,-2,0,0,-0.000248,0.00306,-59.670255,down
0.00023,0.00001,0.00003,-1,2,2,-1,-1,-2,-2,0,0,-0.000277,0.003239,-65.451898,down
0.00007,0.00007,0.0001,0,2,2,-1,-2,-2,-2,0,0,-0.000301,0.003332,-54.110805,down
0.00046,0.00003,0.00026,-1,1,1,-1,-2,-2,-2,0,0,-0.000328,0.003568,-71.307378,up
0.00003,0.00006,0.00016,0,1,1,-1,-2,-2,-2,0,0,-0.000354,0.003716,-62.566568,up
0.00008,0.00012,0.00008,0,1,1,-1,-2,-1,-1,0,0,-0.000377,0.003767,-52.403391,down
0.00027,0,0.00004,-1,1,1,-1,-2,-1,-1,0,0,-0.000398,0.003914,-57.8978,up
0.00018,0.00022,0.00018,0,2,2,-1,-2,-1,-1,0,0,-0.000414,0.00393,-43.10171,down
0.00003,0.00019,0.00003,0,2,2,-1,-1,-1,-1,0,0,-0.000425,0.003815,-36.855091,down
0.00003,0.00004,0,-1,2,2,-1,-1,-1,-1,0,0,-0.00043,0.003609,-33.584361,down
0.00025,0.00002,0.00001,-1,2,2,0,0,-1,-1,0,0,-0.000435,0.003412,-43.403531,up
0.00002,0.00004,0.00002,-1,2,2,0,0,-1,-1,0,0,-0.000437,0.003064,-40.571185,up
0.00009,0.00016,0.0001,0,2,2,0,0,-1,-1,0,0,-0.000436,0.002696,-31.782581,up
0.00014,0,0.00008,-1,2,2,-1,-1,-1,-1,0,0,-0.000433,0.002254,-38.512789,up
0.00003,0.00001,0.00001,-1,2,2,-1,-1,-1,-1,0,0,-0.000428,0.00171,-40.471297,up
0.00011,0.00013,0.00019,0,2,2,0,0,-1,-1,0,0,-0.000419,0.001377,-27.386016,up
0.00013,0.00018,0.00013,0,3,3,0,0,0,0,0,0,-0.000407,0.001313,-2.818301,up
0.00002,0.00003,0.00009,0,3,3,0,0,0,0,0,0,-0.00039,0.001295,4.63393,up
0.00002,0.00003,0.00009,-1,3,3,0,0,0,0,0,0,-0.000371,0.001173,8.948026,down
0.00002,0.00001,0.00002,-1,3,3,0,0,0,0,0,0,-0.000351,0.001017,9.242934,down
0.00001,0.00004,0.00001,0,4,4,0,0,0,0,0,0,-0.000331,0.000815,19.888532,down
0.00006,0.00008,0.00006,0,3,3,0,0,1,1,0,0,-0.00031,0.000744,43.031592,down
0.00001,0.00004,0.00005,0,3,3,0,0,2,2,0,0,-0.000288,0.000604,60.43852,down
0.00008,0,0,-1,3,3,0,0,1,1,0,0,-0.000268,0.000614,34.184775,down
0.00014,0,0.00004,-1,3,3,0,0,0,0,0,0,-0.000251,0.000617,-20.57321,down
0.00004,0.00011,0,-1,3,3,0,0,0,0,0,0,-0.000237,0.000623,-27.771016,down
0.00001,0.00007,0.00004,-1,3,3,0,0,-1,-1,0,0,-0.000226,0.000601,-39.930736,down
0.00004,0.00002,0.00004,-1,3,3,0,0,-1,-1,0,0,-0.000216,0.000617,-39.852757,down
0.00014,0.00006,0.00003,-1,3,3,0,0,-2,-2,0,0,-0.00021,0.000679,-75.379751,down
0.00012,0.00006,0.00006,-1,2,2,0,0,-3,-3,-2,-1,-0.000207,0.000791,-91.708345,down
0.00009,0,0.00006,-1,1,1,-1,-2,-4,-4,-2,-1,-0.000208,0.000929,-95.986142,up
0.00007,0.00003,0,-1,1,1,-1,-2,-3,-3,-2,-1,-0.000211,0.001077,-90.263498,down
0.00003,0.00016,0.00009,0,1,1,-1,-2,-3,-3,-2,-1,-0.000215,0.001186,-72.963475,down
0.00002,0.00006,0.00015,-1,1,1,-1,-2,-2,-2,0,0,-0.000219,0.001279,-66.213944,down
0.00004,0.00002,0.00006,-1,1,1,-1,-2,-2,-2,0,0,-0.000223,0.001383,-66.714915,down
0.00011,0.00013,0.00019,0,1,1,-1,-2,-1,-1,0,0,-0.000224,0.001429,-44.866676,down
0.00012,0,0.00009,-1,1,1,-1,-2,-2,-2,0,0,-0.000226,0.001479,-56.200389,up
0.00008,0.00007,0.00005,-1,1,1,-1,-2,-2,-2,0,0,-0.000227,0.001523,-59.683678,up
0,0.00005,0.00011,-1,1,1,-1,-2,-2,-2,0,0,-0.000229,0.001536,-52.611928,up
0.00007,0,0.00003,-1,1,1,-1,-2,-1,-1,0,0,-0.00023,0.001551,-54.401819,up
0.00005,0.00006,0.00007,0,2,2,-1,-2,-1,-1,0,0,-0.00023,0.001517,-42.504926,up
0.00017,0.00017,0.00017,0,2,2,0,0,0,0,0,0,-0.000226,0.001393,-16.939884,up
0.00001,0.00007,0.00002,0,2,2,0,0,0,0,0,0,-0.00022,0.001227,-15.072721,up
0.00007,0.00011,0.00007,0,3,3,0,0,0,0,0,0,-0.000211,0.001055,1.137914,down
0.00008,0.00013,0.00008,0,3,3,0,0,0,0,0,0,-0.000199,0.000955,23.356628,down
0.00007,0,0.00002,-1,3,3,0,0,0,0,0,0,-0.000187,0.000844,9.480909,down
0.00004,0.00004,0.00007,0,3,3,0,0,0,0,0,0,-0.000174,0.000729,23.452868,down
0.00001,0.00003,0.00004,0,3,3,0,0,1,1,0,0,-0.000161,0.000591,34.005881,down
0.00009,0.00002,0,-1,3,3,0,0,0,0,0,0,-0.00015,0.000517,5.031499,down
0.00017,0.00001,0.00001,-1,3,3,0,0,-1,-1,0,0,-0.000142,0.00052,-54.800726,up
0.00006,0.00006,0.0001,0,3,3,0,0,-1,-1,0,0,-0.000136,0.000529,-35.946767,up
0.00007,0.0001,0,-1,3,3,0,0,-1,-1,0,0,-0.000132,0.000549,-46.838209,up
0.00005,0.00006,0.00009,0,3,3,0,0,-1,-1,0,0,-0.000128,0.00055,-16.18533,down
0.00006,0.00006,0.00002,-1,3,3,0,0,0,0,0,0,-0.000125,0.00056,-34.969348,up
0.00015,0.00016,0.00015,0,3,3,0,0,0,0,0,0,-0.000119,0.000565,23.724247,down
0.00007,0,0.00004,-1,3,3,0,0,0,0,0,0,-0.000114,0.000556,0.539627,up
0.00004,0.00003,0.00002,-1,3,3,0,0,0,0,0,0,-0.000109,0.000558,-20.605853,up
0.00002,0.00002,0.00005,0,3,3,0,0,0,0,0,0,-0.000104,0.000545,-18.725055,up
0.00004,0.00003,0.00002,-1,2,2,0,0,-1,-1,0,0,-0.0001,0.000538,-30.667834,up
0.00007,0.00007,0.00008,0,3,3,0,0,0,0,0,0,-0.000095,0.000501,-11.964161,up
0.00006,0.0001,0.00006,0,3,3,0,0,0,0,0,0,-0.00009,0.000484,13.2332,no
0.0001,0.00012,0.00019,0,3,3,0,0,1,1,0,0,-0.000082,0.0005,47.209443,up
0.00007,0.00001,0.00003,-1,3,3,0,0,1,1,0,0,-0.000074,0.000503,22.462557,no
0.00002,0.00009,0,-1,4,4,0,0,1,1,0,0,-0.000067,0.000493,16.030286,up
0.00001,0.00006,0.00004,0,3,3,0,0,0,0,0,0,-0.00006,0.000444,16.877654,up
0.00001,0.00002,0.00002,0,4,4,0,0,0,0,0,0,-0.000054,0.00043,19.091722,up
0.0001,0.0001,0.0001,0,4,4,0,0,2,2,0,0,-0.000046,0.000434,69.398559,up
0.00005,0,0.00003,-1,4,4,0,0,1,1,0,0,-0.00004,0.000412,35.964093,up
0.00001,0.00002,0.00005,-1,3,3,0,0,1,1,0,0,-0.000034,0.000419,39.130894,up
0.00003,0.00004,0.00004,0,3,3,0,0,2,2,0,0,-0.000028,0.000412,53.135818,up
0.00001,0.00004,0,-1,4,4,0,0,2,2,0,0,-0.000023,0.000406,39.389277,up
0.00009,0.00011,0.00009,0,4,4,0,0,3,3,1,1,-0.000017,0.000423,86.218635,down
0.00002,0.00015,0.00004,0,4,4,1,1,4,4,2,1,-0.00001,0.000475,87.177216,down
0.00004,0.00001,0,-1,4,4,0,0,3,3,1,1,-0.000002,0.000474,67.574642,no
0.00004,0,0.00002,-1,4,4,0,0,2,2,0,0,0.000004,0.000491,46.233354,up
0.00001,0.00003,0.00002,0,3,3,0,0,1,1,0,0,0.000009,0.000495,41.793137,up
0.00001,0.00001,0.00006,0,4,4,0,0,1,1,0,0,0.000014,0.000478,45.777373,up
0.00004,0.00003,0.00001,-1,3,3,0,0,1,1,0,0,0.000017,0.000445,21.795345,up
0.00006,0.00006,0.00006,0,4,4,0,0,1,1,0,0,0.00002,0.000398,51.497014,up
0.00009,0.00011,0.00009,0,4,4,0,0,3,3,1,1,0.000025,0.000413,89.33322,up
0.00009,0.00011,0.00013,0,4,4,0,0,3,3,2,1,0.000031,0.000498,106.346189,up
0,0,0.00003,-1,4,4,1,1,4,4,2,1,0.000038,0.000585,91.999422,down
0.00001,0,0.00003,-1,4,4,1,1,3,3,1,1,0.000045,0.000629,73.418937,up
0.00002,0.00003,0,-1,4,4,1,1,2,2,0,0,0.000051,0.000641,57.241214,down
0.00001,0.00003,0.00001,0,4,4,1,1,2,2,0,0,0.000057,0.000648,59.89823,down
0.00005,0.00007,0.00006,0,4,4,1,1,2,2,0,0,0.000063,0.000663,69.834107,down
0.00006,0,0.00001,-1,4,4,0,0,1,1,0,0,0.000067,0.000668,38.633535,down
0.00003,0.00004,0.00004,0,4,4,0,0,1,1,0,0,0.00007,0.00065,46.301186,down
0.00009,0.00004,0,-1,3,3,0,0,0,0,0,0,0.000071,0.000605,9.257779,down
0.00008,0,0,-1,3,3,0,0,0,0,0,0,0.000069,0.000573,-23.732164,down
0.00012,0.00001,0,-1,3,3,0,0,-2,-2,0,0,0.000064,0.000573,-72.592501,down
0.00001,0.00018,0.00002,-1,3,3,0,0,-1,-1,0,0,0.000056,0.000606,-63.554483,down
0.00001,0.00004,0.00007,-1,3,3,0,0,-2,-2,0,0,0.000046,0.000648,-63.004539,down
0.0001,0.00001,0,-1,2,2,-1,-1,-2,-2,0,0,0.000035,0.00073,-82.550958,down
0,0.00001,0.00001,-1,2,2,-1,-2,-2,-2,0,0,0.000023,0.000796,-73.094873,up
0.0001,0,0.00006,-1,1,1,-1,-2,-3,-3,-2,-1,0.00001,0.000895,-81.75837,up
0.00003,0.00003,0,-1,1,1,-1,-2,-2,-2,0,0,-0.000004,0.000984,-73.045996,up
0.00005,0.00005,0.00001,-1,1,1,-1,-2,-2,-2,0,0,-0.000018,0.001079,-72.85981,up
0.0001,0.0001,0.00013,0,2,2,-1,-2,-2,-2,0,0,-0.000029,0.001122,-47.866956,up
0.00019,0.00025,0.00022,0,2,2,0,0,0,0,0,0,-0.000036,0.001118,-15.65737,down
0,0.00007,0.00003,-1,2,2,0,0,0,0,0,0,-0.00004,0.001087,-9.659002,down
0.00009,0.00001,0.00002,-1,2,2,0,0,0,0,0,0,-0.000043,0.00105,-19.627728,down
0.00009,0.0001,0.00009,0,3,3,0,0,0,0,0,0,-0.000042,0.001004,0.199232,down
0.00003,0.0001,0.00004,0,3,3,0,0,0,0,0,0,-0.000041,0.000962,0.831868,down
0.00013,0.00003,0,-1,3,3,0,0,0,0,0,0,-0.00004,0.000905,-16.908206,down
0.00001,0.00004,0.00001,0,3,3,0,0,0,0,0,0,-0.000039,0.000799,-13.509502,down
0,0.00002,0.00004,-1,3,3,0,0,0,0,0,0,-0.000038,0.000719,-10.007725,down
0.00001,0.00002,0.00006,0,3,3,0,0,0,0,0,0,-0.000037,0.000586,-2.21868,down
0.0001,0.00001,0,-1,3,3,0,0,0,0,0,0,-0.000038,0.000505,-34.657288,down
0.00014,0.00001,0.00002,-1,3,3,0,0,-2,-2,0,0,-0.00004,0.000502,-78.315643,down
0.00007,0,0.00004,-1,3,3,0,0,-3,-3,-2,-1,-0.000046,0.000575,-89.920693,no
0.0001,0.00011,0.0001,0,3,3,0,0,-2,-2,0,0,-0.000051,0.000585,-49.598018,down
0.00005,0.00001,0,-1,3,3,0,0,-2,-2,0,0,-0.000056,0.000605,-56.394941,no
0.00002,0,0,-1,2,2,-1,-1,-1,-1,0,0,-0.000061,0.000632,-51.082359,down
0.00011,0,0.00013,-1,2,2,-1,-2,-3,-3,-2,-1,-0.000067,0.000702,-75.92479,up
0.00007,0.00012,0.0001,0,2,2,0,0,-2,-2,0,0,-0.000072,0.000735,-54.124618,up
0.00003,0.00005,0.00004,0,2,2,-1,-1,-1,-1,0,0,-0.000077,0.000756,-43.262191,up
0.00001,0.00006,0.00008,0,2,2,-1,-1,-1,-1,0,0,-0.000079,0.000762,-34.660417,no
0.00004,0,0.00002,-1,2,2,0,0,-1,-1,0,0,-0.000081,0.000779,-36.95498,up
0.00001,0.00001,0.00003,-1,2,2,0,0,-1,-1,0,0,-0.000082,0.000764,-33.390617,up
0.00006,0.00009,0.00009,0,2,2,0,0,0,0,0,0,-0.000081,0.000722,-12.058137,up
0,0.00004,0.00001,-1,2,2,0,0,0,0,0,0,-0.000079,0.000697,-12.18685,up
0.00005,0.00002,0.00005,-1,2,2,0,0,0,0,0,0,-0.000076,0.000631,-20.609622,up
0.00011,0.00013,0.00012,0,3,3,0,0,0,0,0,0,-0.000072,0.000553,27.302939,up
0.00008,0,0.00001,-1,3,3,0,0,0,0,0,0,-0.000067,0.000511,5.67789,up
0.00009,0.00009,0.0001,0,3,3,0,0,1,1,0,0,-0.000062,0.000473,42.035283,up
0.0001,0.00014,0.0001,0,4,4,0,0,3,3,1,1,-0.000055,0.000463,77.924383,down
0.00001,0.00004,0.00005,0,4,4,0,0,3,3,2,1,-0.000046,0.000463,90.875804,down
0.00001,0.00002,0.00004,-1,4,4,1,1,3,3,2,1,-0.000037,0.000504,81.531131,down
0.00001,0.00001,0.00004,-1,4,4,1,1,2,2,0,0,-0.000028,0.00055,70.504679,down
0.00002,0.00004,0.00002,0,4,4,1,1,2,2,0,0,-0.000019,0.000572,62.423583,down
0.00004,0,0.00001,-1,4,4,0,0,1,1,0,0,-0.000012,0.000587,41.038372,down
0.00007,0,0,-1,4,4,0,0,0,0,0,0,-0.000007,0.000581,11.866276,up
0,0.00002,0.00006,-1,3,3,0,0,0,0,0,0,-0.000004,0.000574,6.625248,up
0.00001,0.00004,0,-1,3,3,0,0,0,0,0,0,-0.000003,0.00052,-0.769231,up
0.00004,0.00007,0.00004,0,3,3,0,0,0,0,0,0,-0.000001,0.000488,15.382593,down
0,0.00002,0.00004,-1,4,4,0,0,0,0,0,0,-0,0.000461,12.377602,down
0.00003,0.00003,0.00003,-1,3,3,0,0,0,0,0,0,0,0.000439,0.91133,up
0.00001,0.00006,0.00002,0,3,3,0,0,0,0,0,0,0.000001,0.000405,1.976363,down
0.00001,0.00006,0,-1,3,3,0,0,0,0,0,0,0.000001,0.000363,3.029157,down
0.00004,0.00003,0.00002,-1,2,2,0,0,-1,-1,0,0,0.000001,0.000353,-32.048678,down
0.00003,0.00004,0.0001,0,2,2,-1,-1,-1,-1,0,0,-0,0.000336,-29.500532,down
0.00006,0.00008,0.00006,0,2,2,0,0,0,0,0,0,-0.000001,0.000289,-4.851441,down
0.00007,0.00001,0.00003,-1,2,2,0,0,-1,-1,0,0,-0.000002,0.000299,-49.772199,down
0.00001,0.00004,0.00002,-1,2,2,-1,-1,-2,-2,0,0,-0.000003,0.000299,-63.133863,down
0.00006,0.00002,0.00005,-1,2,2,-1,-1,-4,-4,-2,-1,-0.000006,0.000355,-93.879669,down
0.00005,0,0.00001,-1,2,2,0,0,-3,-3,-2,-1,-0.000011,0.000403,-90.716698,down
0.00003,0.00002,0,-1,2,2,0,0,-3,-3,-2,-1,-0.000015,0.000432,-82.265293,down
0.00004,0.00001,0.00001,-1,2,2,-1,-1,-3,-3,-2,-1,-0.000021,0.000459,-82.969575,up
0.00001,0.00008,0.00001,0,1,1,-1,-2,-2,-2,0,0,-0.000026,0.00047,-73.801603,up
0.00003,0.00006,0.00011,0,2,2,-1,-1,-2,-2,0,0,-0.000031,0.000454,-56.383015,down
0.00003,0,0.00004,-1,2,2,-1,-1,-2,-2,0,0,-0.000035,0.000459,-62.581058,up
0.00001,0,0.00008,-1,2,2,-1,-2,-2,-2,0,0,-0.000039,0.000481,-59.269783,down
0.00006,0.00009,0.00006,0,2,2,-1,-1,-1,-1,0,0,-0.000042,0.000484,-34.890352,down
0,0.00004,0,-1,2,2,0,0,-1,-1,0,0,-0.000044,0.000489,-35.400704,down
0.00002,0,0,-1,2,2,0,0,-1,-1,0,0,-0.000045,0.000478,-35.783084,down
0,0.00006,0.00005,-1,2,2,-1,-2,-1,-1,0,0,-0.000046,0.000458,-28.359887,down
0.0001,0,0.00003,-1,2,2,-1,-2,-2,-2,0,0,-0.000047,0.000472,-67.725816,down
0.00004,0.00006,0.00005,-1,2,2,-1,-2,-2,-2,0,0,-0.00005,0.000483,-71.676178,up
0.00001,0.00004,0.00003,0,2,2,-1,-1,-3,-3,-2,-1,-0.000053,0.000477,-69.1678,up
0.00012,0.00015,0.00016,0,3,3,0,0,-1,-1,0,0,-0.000054,0.000454,-20.031775,up
0.00002,0.00005,0.00007,0,3,3,0,0,-1,-1,0,0,-0.000054,0.00042,-16.89429,up
0.0001,0.00003,0.00002,-1,3,3,0,0,-1,-1,0,0,-0.000055,0.000363,-59.82509,up
0.00007,0.00007,0.00009,0,3,3,0,0,-1,-1,0,0,-0.000055,0.000313,-12.155722,up
0.00005,0.00007,0.00005,0,3,3,0,0,1,1,0,0,-0.000053,0.000266,35.008761,up
0.00008,0.00008,0.00008,0,3,3,0,0,2,2,0,0,-0.000049,0.000288,86.030247,down
0.00001,0.00001,0.00006,0,4,4,0,0,3,3,1,1,-0.000043,0.00032,80.851188,up
0.00004,0.00005,0.00004,0,4,4,0,0,4,4,2,1,-0.000037,0.000375,91.806808,down
0.00012,0.00001,0.00003,-1,3,3,0,0,1,1,0,0,-0.000031,0.000379,25.872474,up
0.00002,0.00002,0.00006,0,3,3,0,0,1,1,0,0,-0.000026,0.000388,38.392531,down
0.00002,0.00002,0.00004,0,3,3,0,0,1,1,0,0,-0.000021,0.000401,45.092627,down
0.00002,0.00004,0.00012,0,4,4,0,0,1,1,0,0,-0.000015,0.000421,53.869456,down
0.00001,0,0.00004,-1,4,4,0,0,1,1,0,0,-0.000011,0.000434,44.503994,down
0.00003,0.00005,0.00008,0,4,4,0,0,1,1,0,0,-0.000006,0.000452,49.124543,down
0.00017,0,0.00009,-1,3,3,0,0,0,0,0,0,-0.000004,0.000455,-20.659341,down
0,0.00003,0,-1,3,3,0,0,0,0,0,0,-0.000003,0.000455,-7.472527,down
0.00001,0.00001,0.00003,-1,3,3,0,0,0,0,0,0,-0.000003,0.000456,-11.405868,down
0.00006,0.00001,0.00004,-1,3,3,0,0,-1,-1,0,0,-0.000005,0.000445,-35.045121,down
0.00001,0.00002,0.00004,-1,3,3,0,0,-1,-1,0,0,-0.000007,0.000427,-47.035241,up
0.00005,0,0.00005,-1,2,2,0,0,-2,-2,0,0,-0.000011,0.000423,-71.435533,up
0.00008,0.00002,0,-1,2,2,-1,-1,-3,-3,-2,-1,-0.000016,0.000484,-87.723316,up
0.00001,0.00001,0.00005,0,2,2,-1,-2,-3,-3,-2,-1,-0.000021,0.000527,-70.253516,up
0.00009,0.0001,0.00009,0,3,3,0,0,-1,-1,0,0,-0.000026,0.000517,-33.688113,up
0.00004,0.00007,0.00006,0,3,3,0,0,0,0,0,0,-0.000028,0.000515,-14.54957,up
0.0001,0.00012,0.00015,0,3,3,0,0,0,0,0,0,-0.000027,0.000519,19.478307,down
