@relation 2017-05-27

@attribute 'RSI EXTREME SCALED' numeric
@attribute 'CCI CHANNEL BREAK SCALED' numeric
@attribute MACDIndicator numeric
@attribute bbSizeBand numeric
@attribute bbPricePosition numeric
@attribute Prediction {up,down,no}

@data
-2,0,0.000039,0.00127,-163.407674,up
-2,0,0.000023,0.001672,-115.615533,up
0,0,0.000008,0.001749,-52.320161,up
0,0,-0.000004,0.001759,-19.153235,up
0,0,-0.000014,0.001772,-22.915464,up
0,0,-0.000023,0.001801,-38.253471,up
0,0,-0.00003,0.001791,-20.321564,up
0,0,-0.000036,0.001779,-22.20216,up
0,-2,-0.000038,0.001765,24.536147,down
0,0,-0.000037,0.001728,4.746371,up
0,0,-0.000036,0.001701,14.112155,up
0,-2,-0.000035,0.001671,-10.771975,up
0,0,-0.000032,0.001639,18.180451,down
0,0,-0.000031,0.001603,-14.717983,up
0,0,-0.000028,0.001598,27.974028,down
0,0,-0.000024,0.001591,34.567104,down
0,0,-0.000019,0.00157,33.06592,up
0,0,-0.000016,0.00153,-5.491369,up
0,0,-0.000012,0.00151,29.469431,down
0,0,-0.000008,0.001499,32.691194,down
0,0,-0.000004,0.00124,34.447037,down
0,0,0,0.00089,51.6805,down
0,0,0.000004,0.000797,14.675895,down
0,0,0.000007,0.000796,19.986663,down
0,0,0.00001,0.000779,15.010258,up
0,0,0.000011,0.000686,-21.871025,up
0,0,0.000012,0.000644,-1.707287,up
0,0,0.000012,0.000575,-12.861787,up
0,0,0.000012,0.000552,-3.263436,up
0,0,0.000012,0.000551,13.420759,up
0,0,0.000013,0.000556,23.400644,down
0,0,0.000014,0.000506,16.613318,down
0,0,0.000015,0.000518,37.669732,down
0,0,0.000017,0.000429,58.771764,down
0,0,0.000019,0.000428,12.387075,down
0,0,0.00002,0.000417,-8.639032,up
0,0,0.00002,0.000409,-6.605659,up
0,0,0.00002,0.000305,-35.120923,up
0,0,0.000019,0.000305,4.267028,up
0,0,0.000018,0.000304,-13.811381,up
0,0,0.000019,0.000341,84.341867,down
0,0,0.00002,0.000366,88.296612,no
0,0,0.000021,0.000366,20.509974,down
0,0,0.000023,0.000418,84.868809,down
0,2,0.000026,0.000459,72.8371,down
0,0,0.000028,0.000421,17.348099,down
0,0,0.000029,0.000428,53.981578,down
0,0,0.000029,0.000424,-54.192706,down
0,1,0.000028,0.000412,-27.894161,down
0,0,0.000026,0.000447,-72.42145,down
0,0,0.000023,0.00045,-22.424037,down
0,0,0.00002,0.000483,-63.8282,down
0,0,0.000016,0.000505,-53.454867,down
0,0,0.000011,0.000548,-76.223961,down
0,0,0.000007,0.000572,-49.335317,down
0,0,0.000001,0.000688,-97.406257,up
0,0,-0.000008,0.000861,-104.970902,up
0,0,-0.000017,0.001015,-92.333478,up
0,0,-0.000028,0.001174,-88.257354,up
0,0,-0.000036,0.001185,-26.40557,up
0,0,-0.000041,0.001152,-0.607647,up
0,0,-0.000043,0.001112,15.558971,up
0,0,-0.000043,0.001103,19.863026,no
0,0,-0.000042,0.00104,1.15398,up
0,2,-0.00004,0.000969,14.445661,up
0,2,-0.000037,0.000938,18.658044,up
0,2,-0.000033,0.000925,64.625993,down
0,0,-0.000028,0.000934,31.384614,down
0,0,-0.000022,0.000951,46.888308,down
0,0,-0.000017,0.000981,43.623533,down
0,0,-0.000012,0.000978,25.570514,down
0,0,-0.000008,0.000977,5.21845,down
0,0,-0.000006,0.000977,7.371155,down
