@relation 2017-05-09

@attribute BBU numeric
@attribute BBM numeric
@attribute BBL numeric
@attribute RSI numeric
@attribute 'RSI EXTREME SCALED' numeric
@attribute CCI numeric
@attribute 'CCI CHANNEL BREAK SCALED' numeric
@attribute MACDIndicator numeric
@attribute Prediction {down,up,no}

@data
1.092749,1.09227,1.091791,2,0,-3,-1,0.00008,up
1.092804,1.092245,1.091686,1,-1,-4,-1,0.000066,up
1.092814,1.092232,1.091649,2,0,-2,0,0.000053,down
1.092808,1.09221,1.091611,2,0,-1,0,0.000041,up
1.092777,1.092183,1.091588,2,0,-1,0,0.00003,up
1.092721,1.092148,1.091574,2,0,-1,0,0.00002,down
1.092699,1.092118,1.091536,2,0,-2,0,0.000011,down
1.092664,1.092096,1.091527,2,0,-1,0,0.000002,down
1.092633,1.092078,1.091524,2,0,0,0,-0.000004,down
1.092613,1.092066,1.091519,2,0,0,0,-0.000009,down
1.092605,1.092035,1.091466,2,0,-1,0,-0.000016,down
1.092569,1.091989,1.091408,2,0,-2,0,-0.000024,down
1.092546,1.091948,1.091351,2,0,-3,0,-0.000033,down
1.092532,1.091897,1.091263,2,0,-3,-1,-0.000044,down
1.092489,1.091843,1.091198,2,0,-3,-1,-0.000056,down
1.092435,1.091797,1.09116,2,0,-2,0,-0.000068,down
1.092428,1.091751,1.091074,2,0,-3,0,-0.00008,down
1.092415,1.091703,1.09099,2,0,-3,0,-0.000092,up
1.092374,1.091656,1.090938,2,0,-2,0,-0.000104,up
1.092368,1.091628,1.090888,2,0,-2,0,-0.000114,up
1.092372,1.091597,1.090823,2,0,-2,0,-0.000123,up
1.092369,1.091571,1.090773,2,0,-1,0,-0.000131,up
1.092325,1.091533,1.090741,2,0,-1,0,-0.000138,up
1.092271,1.091499,1.090727,2,0,-1,0,-0.000143,up
1.092203,1.091472,1.090741,2,0,0,0,-0.000145,down
1.092174,1.091465,1.090755,3,0,0,0,-0.000142,down
1.092139,1.091454,1.090768,3,0,0,0,-0.000137,down
1.092052,1.091425,1.090797,3,0,0,0,-0.000132,down
1.09193,1.091388,1.090846,3,0,0,0,-0.000129,down
1.091769,1.091349,1.09093,3,0,-1,0,-0.000126,up
1.091712,1.091322,1.090932,3,0,-1,0,-0.000124,up
1.091691,1.091301,1.090911,3,0,-2,0,-0.000124,up
1.091657,1.09129,1.090922,3,0,0,0,-0.000122,down
1.091652,1.091285,1.090918,3,0,0,0,-0.00012,down
1.091654,1.091287,1.090919,3,0,0,0,-0.000117,down
1.091644,1.091279,1.090914,3,0,0,0,-0.000114,down
1.091645,1.091282,1.090919,3,0,0,0,-0.000111,down
1.091643,1.091285,1.090928,3,0,0,0,-0.000108,down
1.091665,1.091275,1.090885,3,0,-3,0,-0.000106,down
1.09173,1.091249,1.090769,2,0,-4,-1,-0.000108,down
1.091797,1.091225,1.090653,2,0,-4,-1,-0.000113,up
1.091831,1.091201,1.090572,2,0,-4,-1,-0.000118,up
1.091862,1.091177,1.090493,2,0,-3,0,-0.000124,down
1.091893,1.091146,1.090399,2,0,-3,0,-0.000131,up
1.091881,1.091111,1.090341,2,0,-2,0,-0.000137,up
1.091769,1.091064,1.090359,2,0,-1,0,-0.000142,down
1.091674,1.091025,1.090375,2,0,-1,0,-0.000145,down
1.091634,1.090991,1.090349,2,0,-1,0,-0.000147,down
1.091599,1.090972,1.090345,2,0,0,0,-0.000148,down
1.091568,1.090947,1.090327,2,0,-1,0,-0.000148,down
1.091563,1.09092,1.090276,2,0,-1,0,-0.000149,up
1.091545,1.090899,1.090254,2,0,-1,0,-0.000149,up
1.091483,1.090868,1.090252,2,0,-1,0,-0.000148,up
1.09142,1.090844,1.090269,2,0,0,0,-0.000147,up
1.091317,1.090813,1.090309,3,0,0,0,-0.000144,up
1.091233,1.090788,1.090344,3,0,0,0,-0.000141,up
1.091117,1.090768,1.090419,3,0,0,0,-0.000136,down
1.090969,1.090741,1.090513,3,0,0,0,-0.000132,up
1.090914,1.090731,1.090549,3,0,0,0,-0.000127,down
1.090913,1.090731,1.090549,3,0,1,0,-0.000122,down
1.09093,1.090739,1.090549,3,0,2,0,-0.000116,down
1.090937,1.090743,1.090549,3,0,2,0,-0.00011,down
1.090939,1.090745,1.090552,3,0,0,0,-0.000104,down
1.090942,1.090745,1.090547,3,0,-1,0,-0.0001,down
1.090955,1.090739,1.090522,3,0,-3,-1,-0.000097,down
1.090985,1.090723,1.09046,3,0,-4,-1,-0.000096,down
1.091022,1.090701,1.09038,3,0,-4,-1,-0.000097,down
1.091097,1.090676,1.090255,2,0,-4,-1,-0.000101,down
1.091115,1.090644,1.090173,2,0,-4,-1,-0.000105,down
1.091166,1.090612,1.090057,2,0,-3,-1,-0.000111,down
1.091295,1.090571,1.089847,2,0,-4,-1,-0.000121,up
1.091402,1.090517,1.089632,1,-1,-4,-1,-0.000134,up
1.091468,1.090466,1.089463,1,-2,-3,-1,-0.000148,up
1.091506,1.090403,1.0893,1,-2,-3,-1,-0.000163,up
1.091489,1.090359,1.089229,2,0,-2,0,-0.000175,down
1.091457,1.090313,1.089169,2,0,-1,0,-0.000185,down
1.091387,1.090261,1.089136,2,0,-1,0,-0.000193,up
1.091339,1.090218,1.089097,2,0,-1,0,-0.000198,up
1.091256,1.090171,1.089086,2,0,-1,0,-0.000202,down
1.091173,1.090124,1.089074,2,0,-1,0,-0.000204,down
1.091047,1.090072,1.089096,2,0,-1,0,-0.000205,down
1.090908,1.090029,1.089149,2,0,0,0,-0.000203,down
1.09076,1.089986,1.089212,2,0,0,0,-0.0002,down
1.090644,1.089941,1.089238,2,0,0,0,-0.000197,down
1.090534,1.089884,1.089235,2,0,-2,0,-0.000197,up
1.090453,1.089829,1.089205,2,0,-3,-1,-0.000199,up
1.090354,1.089784,1.089214,3,0,-2,0,-0.0002,up
1.090285,1.089749,1.089214,3,0,-2,0,-0.000201,up
1.090182,1.089719,1.089255,3,0,-1,0,-0.000201,up
1.090122,1.089705,1.089288,3,0,0,0,-0.000198,up
1.09013,1.089708,1.089287,3,0,1,0,-0.000192,up
1.090144,1.089719,1.089295,3,0,1,0,-0.000185,up
1.090147,1.089726,1.089305,3,0,0,0,-0.000177,up
1.090153,1.089741,1.089329,3,0,0,0,-0.000168,up
1.090264,1.089763,1.089262,4,0,3,1,-0.000155,down
1.090346,1.089784,1.089221,4,0,4,1,-0.00014,up
1.090421,1.089804,1.089187,4,0,3,1,-0.000124,up
1.090474,1.089822,1.089171,3,0,3,1,-0.000108,up
1.090511,1.089837,1.089162,3,0,1,0,-0.000092,up
1.090559,1.089857,1.089154,4,0,1,0,-0.000077,up
1.090634,1.089884,1.089133,4,0,2,0,-0.000062,up
1.090696,1.089903,1.089111,5,1,2,0,-0.000047,up
1.090765,1.089928,1.089091,5,1,2,0,-0.000032,up
1.090859,1.08997,1.089081,5,1,2,0,-0.000017,down
1.090878,1.090016,1.089154,4,0,1,0,-0.000003,up
1.090857,1.090067,1.089276,4,0,1,0,0.000009,up
1.090847,1.090113,1.08938,4,0,1,0,0.00002,down
1.090828,1.090161,1.089493,4,0,1,0,0.00003,down
1.090811,1.090204,1.089596,4,0,1,0,0.000039,down
1.090816,1.090235,1.089655,4,0,1,0,0.000047,down
1.090804,1.090265,1.089726,3,0,1,0,0.000054,up
1.090767,1.090284,1.089801,3,0,0,0,0.000058,up
1.090691,1.090313,1.089935,3,0,0,0,0.00006,up
1.0906,1.090334,1.090069,3,0,0,0,0.000061,up
1.090601,1.090333,1.090065,3,0,0,0,0.000061,down
1.090638,1.09035,1.090061,4,0,1,0,0.000062,down
1.090664,1.090364,1.090064,3,0,2,0,0.000063,down
1.090679,1.090381,1.090084,3,0,2,0,0.000066,down
1.090664,1.090398,1.090132,3,0,1,0,0.000067,down
1.090659,1.090399,1.09014,2,0,0,0,0.000067,down
1.090676,1.090391,1.090106,3,0,-2,0,0.000064,down
1.090787,1.090364,1.089942,2,0,-4,-1,0.000057,down
1.0909,1.090327,1.089754,2,0,-5,-1,0.000045,down
1.09094,1.090285,1.089629,2,0,-4,-1,0.000032,down
1.091028,1.09024,1.089451,2,0,-4,-1,0.000015,down
1.091086,1.090194,1.089303,2,0,-3,-1,-0.000003,up
1.091107,1.090149,1.089191,2,0,-3,0,-0.00002,down
1.091117,1.090097,1.089078,2,0,-2,0,-0.000038,down
1.091111,1.090043,1.088974,2,0,-2,0,-0.000056,up
1.091085,1.089989,1.088894,2,0,-2,0,-0.000072,up
1.091035,1.089948,1.088861,2,0,-1,0,-0.000085,down
1.091025,1.089905,1.088785,1,-1,-1,0,-0.000098,up
1.090982,1.089857,1.088732,1,-1,-1,0,-0.000109,up
1.090934,1.089818,1.088702,2,0,-1,0,-0.000118,down
1.090885,1.089778,1.088671,2,0,-1,0,-0.000125,down
1.090751,1.089717,1.088684,2,0,-1,0,-0.000131,up
1.090591,1.089663,1.088735,2,0,-1,0,-0.000136,down
1.090394,1.089606,1.088819,2,0,-1,0,-0.000139,down
1.090175,1.089549,1.088924,2,0,-1,0,-0.000142,down
1.090004,1.089504,1.089004,2,0,-1,0,-0.000144,up
1.089789,1.089471,1.089154,3,0,0,0,-0.000144,down
1.089699,1.089449,1.0892,3,0,0,0,-0.000143,up
1.089667,1.089432,1.089196,3,0,-2,0,-0.000142,up
1.089604,1.089413,1.089222,3,0,-2,0,-0.000141,down
1.089599,1.089411,1.089223,3,0,0,0,-0.000139,down
1.089596,1.089409,1.089223,3,0,2,0,-0.000136,down
1.089596,1.089409,1.089223,3,0,2,0,-0.000132,down
1.089606,1.089414,1.089221,3,0,2,0,-0.000126,down
1.089613,1.089409,1.089206,3,0,-1,0,-0.000122,down
1.089659,1.089395,1.08913,2,0,-4,-1,-0.00012,down
1.089789,1.089351,1.088912,2,0,-5,-1,-0.000123,up
1.089902,1.089314,1.088726,2,0,-5,-1,-0.000129,up
1.089936,1.089284,1.088633,2,0,-4,-1,-0.000136,up
1.089923,1.089257,1.088592,2,0,-2,0,-0.000142,up
1.089904,1.089238,1.088571,3,0,-1,0,-0.000145,up
1.089896,1.089219,1.088542,3,0,-1,0,-0.000148,up
1.089869,1.089198,1.088528,2,0,-1,0,-0.000149,up
1.089844,1.089183,1.088522,3,0,0,0,-0.000148,up
1.089855,1.089187,1.088519,3,0,0,0,-0.000143,up
1.089873,1.089193,1.088514,3,0,1,0,-0.000136,up
1.089855,1.089188,1.088522,3,0,1,0,-0.000126,up
1.089898,1.0892,1.088502,3,0,1,0,-0.000114,up
1.089937,1.089214,1.08849,3,0,1,0,-0.000101,up
1.08998,1.089228,1.088475,3,0,2,0,-0.000087,up
1.09003,1.089241,1.088452,4,0,2,0,-0.000072,up
1.090085,1.089257,1.088428,4,0,2,0,-0.000057,up
1.09015,1.089273,1.088396,5,1,2,0,-0.000041,up
1.090195,1.089286,1.088377,5,1,2,0,-0.000026,up
1.090251,1.089309,1.088366,5,1,1,0,-0.000012,up
1.090349,1.089352,1.088354,5,1,2,0,0.000003,down
1.09039,1.089414,1.088437,5,1,2,0,0.000017,down
