@relation 2017-02-27

@attribute BBU numeric
@attribute BBM numeric
@attribute BBL numeric
@attribute RSI numeric
@attribute 'RSI EXTREME SCALED' numeric
@attribute CCI numeric
@attribute 'CCI CHANNEL BREAK SCALED' numeric
@attribute MACDIndicator numeric
@attribute Prediction {down,up,no}

@data
1.057092,1.056784,1.056476,3,0,-1,0,0.000036,up
1.057094,1.056779,1.056464,2,0,-2,0,0.000031,no
1.057106,1.056769,1.056433,2,0,-2,0,0.000026,up
1.057115,1.056765,1.056414,2,0,-2,0,0.000021,up
1.057113,1.056755,1.056398,2,0,-1,0,0.000016,up
1.057065,1.056737,1.056409,2,0,-1,0,0.000012,up
1.057029,1.056723,1.056416,2,0,-1,0,0.000008,up
1.056965,1.056706,1.056447,3,0,0,0,0.000005,up
1.056925,1.056693,1.056462,3,0,0,0,0.000003,up
1.056872,1.056683,1.056494,3,0,0,0,0.000002,down
1.056836,1.056677,1.056517,3,0,0,0,0.000001,down
1.056835,1.056676,1.056517,3,0,0,0,0.000001,up
1.056805,1.056669,1.056534,3,0,0,0,0.000001,up
1.056791,1.056665,1.056539,3,0,0,0,0.000001,up
1.056787,1.056663,1.056538,3,0,0,0,0,up
1.056792,1.056666,1.056539,3,0,2,0,0,up
1.05681,1.056671,1.056532,4,0,3,0,0.000001,down
1.056827,1.056676,1.056525,4,0,3,1,0.000002,down
1.056849,1.056685,1.056522,4,0,3,1,0.000004,down
1.056851,1.056686,1.056521,4,0,2,0,0.000005,down
1.056855,1.056692,1.056529,4,0,1,0,0.000007,down
1.056863,1.056697,1.056531,4,0,1,0,0.000008,up
1.056852,1.056705,1.056558,3,0,1,0,0.000009,up
1.056838,1.056713,1.056588,3,0,0,0,0.000009,up
1.056831,1.056718,1.056606,3,0,0,0,0.000009,down
1.056828,1.056722,1.056615,3,0,0,0,0.000009,down
1.056839,1.056729,1.056619,3,0,2,0,0.00001,down
1.056841,1.056733,1.056625,3,0,1,0,0.00001,down
1.056853,1.056742,1.05663,4,0,3,0,0.000011,down
1.056853,1.056741,1.056629,3,0,0,0,0.000012,up
1.056863,1.056736,1.056608,3,0,-3,0,0.000011,up
1.056864,1.056732,1.0566,3,0,-2,0,0.00001,up
1.056865,1.056734,1.056604,3,0,0,0,0.000009,down
1.056866,1.056739,1.056613,3,0,1,0,0.000008,down
1.056859,1.056743,1.056627,3,0,0,0,0.000008,no
1.056859,1.056744,1.05663,3,0,0,0,0.000007,down
1.056856,1.056742,1.056628,3,0,0,0,0.000007,down
1.056852,1.056739,1.056625,3,0,-1,0,0.000006,down
1.05684,1.056734,1.056628,3,0,-2,0,0.000005,down
1.056837,1.056732,1.056627,3,0,0,0,0.000005,down
1.05684,1.056728,1.056616,3,0,-2,0,0.000004,up
1.056846,1.056721,1.056596,3,0,-3,-1,0.000002,up
1.056852,1.056716,1.05658,2,0,-3,0,0,up
1.056855,1.056711,1.056567,2,0,-2,0,-0.000002,up
1.056857,1.056706,1.056554,2,0,-2,0,-0.000004,up
1.056878,1.056712,1.056545,3,0,1,0,-0.000005,down
1.05688,1.056712,1.056544,4,0,3,0,-0.000004,down
1.056899,1.056717,1.056534,4,0,3,0,-0.000002,up
1.056886,1.056713,1.05654,3,0,1,0,-0.000001,down
1.056891,1.056716,1.056541,3,0,1,0,0.000001,down
1.056889,1.05672,1.056552,3,0,0,0,0.000002,no
1.056892,1.056725,1.056558,3,0,0,0,0.000003,down
1.056922,1.056733,1.056543,4,0,0,0,0.000005,down
1.056921,1.056726,1.056531,3,0,0,0,0.000006,down
1.056921,1.056723,1.056526,3,0,-1,0,0.000005,down
1.056919,1.056723,1.056526,3,0,0,0,0.000005,up
1.056938,1.056712,1.056487,3,0,-3,0,0.000003,up
1.056949,1.056704,1.056459,3,0,-4,-1,0,up
1.056953,1.056696,1.056439,3,0,-3,0,-0.000003,up
1.05695,1.056692,1.056434,3,0,0,0,-0.000006,up
1.056958,1.056698,1.056437,3,0,0,0,-0.000007,down
1.056961,1.056696,1.05643,3,0,0,0,-0.000009,up
1.05696,1.056698,1.056435,3,0,0,0,-0.00001,down
1.056961,1.056701,1.056441,3,0,0,0,-0.000011,down
1.05696,1.056704,1.056448,3,0,0,0,-0.000011,down
1.056942,1.056694,1.056446,3,0,0,0,-0.000012,down
1.056924,1.056684,1.056444,3,0,-1,0,-0.000012,down
1.056904,1.056668,1.056431,3,0,-2,0,-0.000014,down
1.056893,1.056659,1.056425,2,0,-1,0,-0.000015,down
1.05688,1.056648,1.056416,3,0,-1,0,-0.000017,up
1.056886,1.056634,1.056383,3,0,-2,0,-0.00002,up
1.056868,1.056626,1.056384,3,0,-1,0,-0.000021,down
1.056809,1.056605,1.056401,3,0,-2,0,-0.000024,up
1.056806,1.056599,1.056393,3,0,-2,0,-0.000026,up
1.056805,1.056599,1.056393,3,0,0,0,-0.000026,down
1.056795,1.056596,1.056398,3,0,1,0,-0.000026,down
1.056793,1.056598,1.056404,3,0,0,0,-0.000026,up
1.056794,1.056598,1.056401,3,0,-1,0,-0.000026,up
1.056795,1.056596,1.056398,3,0,-1,0,-0.000026,up
1.056791,1.056591,1.056391,3,0,-1,0,-0.000026,up
1.056753,1.056579,1.056404,3,0,-1,0,-0.000026,up
1.056752,1.056578,1.056404,3,0,0,0,-0.000026,up
1.056747,1.056577,1.056406,3,0,0,0,-0.000025,up
1.05674,1.056575,1.05641,3,0,2,0,-0.000024,down
1.056726,1.056571,1.056417,3,0,1,0,-0.000022,up
1.05672,1.056569,1.056418,3,0,0,0,-0.00002,up
1.05673,1.056571,1.056413,4,0,2,0,-0.000018,up
1.056743,1.056579,1.056415,3,0,2,0,-0.000016,up
1.056746,1.05658,1.056415,3,0,1,0,-0.000014,up
1.056758,1.056587,1.056415,3,0,1,0,-0.000011,up
1.05679,1.056604,1.056417,3,0,3,1,-0.000008,up
1.056823,1.056613,1.056403,3,0,3,1,-0.000004,down
1.05683,1.056626,1.056423,4,0,2,0,-0,up
1.056834,1.056635,1.056436,4,0,1,0,0.000003,up
1.056866,1.056643,1.05642,4,0,2,0,0.000007,up
1.056888,1.05665,1.056411,4,0,2,0,0.00001,up
1.056902,1.05666,1.056418,4,0,2,0,0.000014,up
1.056909,1.056673,1.056437,4,0,2,0,0.000017,up
1.056936,1.05669,1.056443,4,0,2,0,0.00002,up
1.056951,1.056706,1.056461,4,0,2,0,0.000023,up
1.056979,1.056727,1.056475,4,0,2,0,0.000027,up
1.057003,1.056745,1.056487,4,0,2,0,0.000031,up
1.057023,1.056759,1.056495,4,0,2,0,0.000035,down
1.057045,1.056771,1.056498,4,0,2,0,0.000039,down
1.057062,1.056788,1.056515,4,0,2,0,0.000042,down
1.057068,1.056807,1.056547,4,0,2,0,0.000045,down
1.057079,1.056821,1.056563,4,0,1,0,0.000048,down
1.057075,1.056831,1.056587,3,0,1,0,0.000049,down
1.057056,1.056844,1.056631,4,0,0,0,0.00005,down
1.05704,1.056849,1.056658,3,0,0,0,0.000049,down
1.057041,1.056849,1.056656,3,0,-1,0,0.000048,down
1.057067,1.056841,1.056614,2,0,-2,0,0.000044,up
1.057086,1.056834,1.056583,2,0,-3,-1,0.000039,up
1.057112,1.056828,1.056543,2,0,-3,-1,0.000033,up
1.057121,1.056819,1.056516,2,0,-2,0,0.000027,up
1.057124,1.056812,1.056501,2,0,-2,0,0.000021,up
1.057127,1.056816,1.056505,3,0,0,0,0.000017,down
1.057128,1.056813,1.056498,2,0,0,0,0.000014,down
1.057122,1.056808,1.056494,3,0,0,0,0.000011,up
1.057118,1.056806,1.056493,3,0,0,0,0.000009,down
1.057106,1.056801,1.056497,3,0,0,0,0.000009,down
1.05709,1.05679,1.056491,2,0,0,0,0.000007,down
1.057075,1.05678,1.056485,2,0,0,0,0.000006,down
1.057057,1.056773,1.056489,3,0,0,0,0.000005,down
1.057028,1.056763,1.056498,3,0,0,0,0.000004,down
1.056998,1.056756,1.056514,3,0,0,0,0.000004,down
1.056965,1.056742,1.05652,3,0,0,0,0.000003,up
1.056961,1.056726,1.056491,3,0,-3,0,0,up
1.056956,1.056708,1.05646,3,0,-3,-1,-0.000004,up
1.056948,1.056704,1.056459,3,0,-1,0,-0.000007,up
1.056944,1.056702,1.05646,3,0,0,0,-0.000008,down
1.056952,1.056711,1.056469,3,0,0,0,-0.000009,down
1.056971,1.056723,1.056474,3,0,1,0,-0.000008,down
1.056968,1.056734,1.056501,3,0,1,0,-0.000007,down
1.056971,1.056742,1.056513,3,0,1,0,-0.000006,down
1.056971,1.056744,1.056516,3,0,0,0,-0.000005,down
1.056961,1.056733,1.056505,3,0,-2,0,-0.000005,down
1.056963,1.056729,1.056495,3,0,-1,0,-0.000006,up
1.056958,1.056725,1.056492,3,0,-1,0,-0.000007,up
1.056948,1.056718,1.056488,3,0,-1,0,-0.000008,up
1.056933,1.056703,1.056473,3,0,-2,0,-0.000009,down
