@relation 2017-02-06

@attribute BBU numeric
@attribute BBM numeric
@attribute BBL numeric
@attribute RSI numeric
@attribute 'RSI EXTREME SCALED' numeric
@attribute CCI numeric
@attribute 'CCI CHANNEL BREAK SCALED' numeric
@attribute MACDIndicator numeric
@attribute Prediction {down,up,no}

@data
1.077723,1.07754,1.077357,3,0,0,0,-0.00007,down
1.07773,1.077531,1.077332,2,0,-2,0,-0.000069,up
1.077709,1.077519,1.077328,3,0,-2,0,-0.000068,up
1.077715,1.077507,1.077299,2,0,-3,-1,-0.000068,up
1.077713,1.077503,1.077294,3,0,-2,0,-0.000068,no
1.077695,1.077486,1.077277,3,0,-2,0,-0.000068,up
1.077673,1.077476,1.077279,3,0,-1,0,-0.000068,up
1.07764,1.077467,1.077294,3,0,0,0,-0.000067,up
1.07764,1.077467,1.077293,3,0,0,0,-0.000066,up
1.07764,1.077468,1.077296,3,0,0,0,-0.000064,up
1.077636,1.077465,1.077295,3,0,0,0,-0.000062,up
1.077642,1.077473,1.077304,3,0,1,0,-0.000059,down
1.07766,1.077476,1.077293,3,0,3,0,-0.000055,down
1.077665,1.077479,1.077294,3,0,2,0,-0.000051,down
1.077665,1.077479,1.077294,3,0,0,0,-0.000047,no
1.077656,1.077476,1.077295,3,0,0,0,-0.000044,up
1.07765,1.077473,1.077295,3,0,0,0,-0.000041,down
1.077646,1.07747,1.077294,3,0,0,0,-0.000039,up
1.077641,1.077467,1.077293,3,0,0,0,-0.000037,up
1.077628,1.077462,1.077297,3,0,0,0,-0.000035,up
1.077625,1.077462,1.077299,3,0,1,0,-0.000032,up
1.077624,1.077463,1.077302,3,0,0,0,-0.00003,up
1.077625,1.077465,1.077306,3,0,0,0,-0.000029,up
1.077617,1.077472,1.077327,3,0,0,0,-0.000027,up
1.077632,1.077478,1.077323,3,0,2,0,-0.000025,down
1.077644,1.077494,1.077343,4,0,4,1,-0.000022,down
1.077663,1.077503,1.077344,3,0,3,1,-0.000018,down
1.077665,1.077507,1.077349,3,0,1,0,-0.000015,up
1.077666,1.077511,1.077356,3,0,0,0,-0.000012,up
1.077665,1.077511,1.077358,3,0,0,0,-0.00001,up
1.077666,1.077511,1.077356,3,0,-1,0,-0.000009,up
1.077663,1.077508,1.077353,3,0,0,0,-0.000009,up
1.077648,1.077505,1.077361,3,0,0,0,-0.000008,up
1.07765,1.077506,1.077361,3,0,0,0,-0.000007,up
1.077687,1.077516,1.077345,4,0,3,1,-0.000004,up
1.077712,1.077525,1.077339,4,0,3,1,-0.000002,up
1.07774,1.077536,1.077332,3,0,3,1,0.000002,up
